id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,,,rand_num,omset_outlier,omset_trim,,aset_baru,aset_baru_2
288214441,UD. Romi Wetan,Jasa,29,54,13504373,24495494,Website Sendiri,58,Terdaftar,2015,20682571,249000000,58,,,0.624439228,24495494,24495494,,4499375,13504373.06
288214442,UD. Fadli Dwijaputra,Perdagangan,38,27,10101070,27090050,Lazada,132,Belum Terdaftar,2024,22174582,195000000,132,,,0.687194272,27090050,27090050,,13976785,10101069.98
288214443,UD. Pipit Pancasila,Jasa,92,72,12656499,28874527,Bukalapak,865,Belum Terdaftar,2003,26931992,492000000,865,,,0.662636204,28874527,28874527,,9145295,12656499
288214444,UD. Mila Sanjaya,Jasa,89,81,9688394,27469514,Website Sendiri,365,Belum Terdaftar,2009,21562775,510000000,365,,,0.855300301,27469514,27469514,,12811047,9688393.683
288214445,UD. Qamar Lingga,Perdagangan,88,22,4481283,7726350,Website Sendiri,893,Terdaftar,2012,30506287,330000000,893,,,0.074425311,7726350,7726350,,8640027,4481283
288214446,UD. Made Wacana,Perdagangan,59,29,5453798,12049641,Bukalapak,557,Terdaftar,2004,3087371,264000000,557,,,0.127762581,12049641,12049641,,12581278,5453797.845
288214447,UD. Jasmine Saputranegara Panji,Perdagangan,55,60,5845774,7191929,Lazada,90,Terdaftar,2016,296629,345000000,90,,,0.363053075,7191929,7191929,,2800209,5845773.808
288214448,UD. Dora Taruna,Jasa,75,95,10334986,21627580,Tokopedia,435,Terdaftar,2020,14562740,510000000,435,,,0.213847869,21627580,21627580,,4847757,10334985.6
288214449,UD. Diva Trisula,Jasa,81,87,3290029,9038165,Shopee,963,Belum Terdaftar,2002,25097642,504000000,963,,,0.690411198,9038165,9038165,,1871351,3290029.394
288214450,UD. Berlian Gunawan,Perdagangan,57,74,3803555,14922604,,unknown,Terdaftar,2002,9717802,393000000,121,,,0.2483775,14922604,14922604,,13262725,3803554.565
288214451,UD. Amir Wijaya,Perdagangan,25,25,5780040,12675952,Shopee,248,Belum Terdaftar,2022,3268582,150000000,248,,,0.364194812,12675952,12675952,,16203953,5780039.506
288214452,UD. Andi Kusuma,Jasa,78,10,6632977,23324329,Shopee,363,Belum Terdaftar,2002,17956596,264000000,363,,,0.460963434,23324329,23324329,,13526979,6632976.737
288214453,UD. Nando Naraya,Perdagangan,4,19,3550606,14085203,Website Sendiri,407,Terdaftar,2019,9207330,69000000,407,,,0.438214728,14085203,14085203,,2368722,3550605.517
288214454,UD. Elyas Citra,Jasa,55,43,4580081,17093294,Shopee,420,Terdaftar,2019,11475926,294000000,420,,,0.179267538,17093294,17093294,,11231846,4580081.283
288214455,UD. Poppy Kawiswara,Jasa,32,17,12341348,15930100,Website Sendiri,832,Belum Terdaftar,2002,15097215,147000000,832,,,0.992882424,15930100,15930100,,11305539,12341348.31
288214456,UD. Nando Sasmita,Perdagangan,8,33,15378205,27278544,Bukalapak,186,Terdaftar,2013,21741967,123000000,186,,,0.148755016,27278544,27278544,,14216329,15378205.48
288214457,UD. Ina Jagadmaya,Jasa,31,99,6618425,11874253,Shopee,126,Terdaftar,2007,37126623,390000000,126,,,0.48534307,11874253,11874253,,12579167,6618424.907
288214458,UD. Laila Ceria,Perdagangan,76,3,4100958,12774704,Bukalapak,930,Belum Terdaftar,2000,3641278,237000000,930,,,0.238544715,12774704,12774704,,7385301,4100958.322
288214459,UD. Laras Jayawarsa,Perdagangan,27,84,3398489,6567696,Tokopedia,209,Belum Terdaftar,2024,27186015,333000000,209,,,0.337346992,6567696,6567696,,11288047,3398488.963
288214460,UD. Berlian Satria,Perdagangan,22,89,5579131,9251547,Website Sendiri,593,Belum Terdaftar,2004,31427835,333000000,593,,,0.941297927,9251547,9251547,,3295830,5579131.499
288214461,UD. Marsya Jati,Jasa,87,13,17283341,26424176,Website Sendiri,695,Belum Terdaftar,2003,19257118,300000000,695,,,0.191229761,26424176,26424176,,4848195,17283341.2
288214462,UD. Lintang Sumringah,Perdagangan,94,89,6417921,10555063,Lazada,110,Terdaftar,2006,36355272,549000000,110,,,0.247320017,10555063,10555063,,8779569,6417921.347
288214463,UD. Asep Madani Abdi,Jasa,68,12,7260475,9347211,Shopee,477,Terdaftar,2007,32312416,240000000,477,,,0.077151122,9347211,9347211,,4704541,7260474.629
288214464,UD. Cici Sejahtera,Jasa,61,89,4705421,13163292,Lazada,307,Belum Terdaftar,2007,37989469,450000000,307,,,0.681232478,13163292,13163292,,7152276,4705420.922
288214465,UD. Vidi Wacana,Perdagangan,47,40,2632167,3843445,Lazada,390,Belum Terdaftar,2021,1253243,261000000,390,,,0.901978426,3843445,3843445,,7304406,2632166.66
288214466,UD. Willy Prajurit,Jasa,65,78,6835361,11167859,Bukalapak,91,Belum Terdaftar,2007,6110755,429000000,91,,,0.431716694,11167859,11167859,,10544636,6835360.646
288214467,UD. Rendi Cinta Wulan,Jasa,61,90,5990597,21674644,Website Sendiri,969,Belum Terdaftar,2000,13027675,453000000,969,,,0.667503224,21674644,21674644,,10423020,5990596.662
288214468,UD. Yusuf Harmoni,Perdagangan,93,56,8442586,12060837,Bukalapak,554,Belum Terdaftar,2010,27833160,447000000,554,,,0.897164027,12060837,12060837,,14684997,8442585.9
288214469,UD. Yusuf Sahaja,Jasa,68,86,5327925,9168617,Website Sendiri,459,Belum Terdaftar,2019,2975189,462000000,459,,,0.272595743,9168617,9168617,,3144731,5327925.273
288214470,UD. Adinda Prawira Prita,Jasa,55,21,5637933,20797658,Website Sendiri,560,Terdaftar,2011,10906950,228000000,560,,,0.387713999,20797658,20797658,,15885798,5637932.865
288214471,UD. Viani Kulon,Perdagangan,73,9,9753325,15151426,Lazada,911,Belum Terdaftar,2007,13505471,246000000,911,,,0.103542952,15151426,15151426,,12025690,9753324.696
288214472,UD. Citra Tejakencana,Perdagangan,35,68,14207098,29510558,Bukalapak,400,Terdaftar,2022,28011381,309000000,400,,,0.562008605,29510558,29510558,,9715538,14207098.34
288214473,UD. Indah Tejakusuma,Jasa,35,67,7257754,29025359,Bukalapak,312,Terdaftar,2018,25702723,306000000,312,,,0.691263611,29025359,29025359,,3990085,7257753.831
288214474,UD. Yolanda Satria Balqis,Jasa,55,49,9802480,11149897,Website Sendiri,115,Terdaftar,2018,33798131,312000000,115,,,0.086979019,11149897,11149897,,9931213,9802480.009
288214475,UD. Tariq Utama,Jasa,6,99,5599784,12157178,Bukalapak,951,Belum Terdaftar,2001,35751463,315000000,951,,,0.950776764,12157178,12157178,,7353293,5599784.134
288214476,UD. Taufan Wiyata,Jasa,92,15,3238514,8131077,Shopee,588,Terdaftar,2011,43234956,321000000,588,,,0.198932096,8131077,8131077,,17220176,3238513.855
288214477,UD. Yusuf Binasena Priska,Jasa,31,95,3082198,9690804,Bukalapak,318,Terdaftar,2014,6939391,378000000,318,,,0.911992776,9690804,9690804,,7079868,3082197.974
288214478,UD. Dora Manik,Jasa,90,10,6630986,10748661,Tokopedia,428,Terdaftar,2024,31744932,300000000,428,,,0.156670719,10748661,10748661,,9726952,6630985.534
288214479,UD. Chintya Jayawarsa,Jasa,0,,3360101,5333494,Bukalapak,114,Belum Terdaftar,2003,36450676,288000000,114,,,0.827888749,5333494,5333494,,4893663,3360101.22
288214480,UD. Zahira Anugerah Tama,Perdagangan,57,98,8788712,13732362,Shopee,488,Belum Terdaftar,2002,8817078,465000000,488,,,0.240955002,13732362,13732362,,6851932,8788711.68
288214481,UD. Priska Gandewa,Perdagangan,19,67,7142366,5620921,Bukalapak,840,Terdaftar,2022,3341327,258000000,840,,,0.219476098,5620921,5620921,,950893,2641832.87
288214482,UD. Fikra Gunawan Tomi,Jasa,33,86,4155211,10059255,Shopee,944,Terdaftar,2008,6594075,357000000,944,,,0.0658241,10059255,10059255,,17922486,4155210.815
288214483,UD. Wulan Brata,Jasa,50,66,10277028,24145580,Tokopedia,895,Belum Terdaftar,2018,9261784,348000000,895,,,0.89447212,24145580,24145580,,7063109,10277028.42
288214484,UD. Hanafi Cahyaningrat,Perdagangan,35,19,3604080,9313980,Lazada,663,Terdaftar,2019,47695758,162000000,663,,,0.330178862,9313980,9313980,,6646979,3604080.039
288214485,UD. Anisa Adikara,Perdagangan,25,64,5658409,19597152,Website Sendiri,797,Terdaftar,2017,12642844,267000000,797,,,0.036143512,19597152,19597152,,19629763,5658408.51
288214486,UD. Rizki Siang,Perdagangan,86,32,12776836,23804508,Website Sendiri,923,Terdaftar,2024,18539338,354000000,923,,,0.096069386,23804508,23804508,,23442262,12776836.41
288214487,UD. Cahya Agung,Jasa,32,9,7740892,24641201,Website Sendiri,869,Belum Terdaftar,2017,23623239,123000000,869,,,0.323466554,24641201,24641201,,9855595,7740891.527
288214488,UD. Qamar Alam,Jasa,0,66,7298764,14907387,Tokopedia,132,Belum Terdaftar,2007,34085534,198000000,132,,,0.910433518,14907387,14907387,,12551002,7298764.499
288214489,UD. Bambang Wirawati Lono,Jasa,66,54,2207186,7736218,Tokopedia,632,Terdaftar,2006,405435,360000000,632,,,0.150136382,7736218,7736218,,8257744,2207186.273
288214490,UD. Iqra Mahendra,Perdagangan,49,31,2884575,5974310,Shopee,815,Terdaftar,2013,-935258,240000000,815,,,0.528223718,5974310,5974310,,2306587,2884574.938
288214491,UD. Anis Utama,Perdagangan,,44,12237376,16234567,Tokopedia,687,Terdaftar,2006,8536440,234000000,687,,,0.198578361,16234567,16234567,,2535517,12237376.47
288214492,UD. Uchie Cinta,Perdagangan,34,58,6789840,14698602,Lazada,515,Belum Terdaftar,2007,13900131,276000000,515,,,0.007054061,14698602,14698602,,4821553,6789839.731
288214493,UD. Wahyu Tri,Perdagangan,58,30,8669513,11559351,Shopee,107,Terdaftar,2004,39648317,264000000,107,,,0.003353484,11559351,11559351,,6986251,8669513.25
288214494,UD. Pardi Wicaksana,Jasa,76,84,3788052,8755896,Lazada,160,Terdaftar,2021,44251062,480000000,160,,,0.944698221,8755896,8755896,,8058366,3788052.175
288214495,UD. Viani Bijaksana,Jasa,96,87,4038345,12579266,Lazada,710,Terdaftar,2021,43315624,549000000,710,,,0.987366271,12579266,12579266,,7221814,4038344.582
288214496,UD. Fauzan Sumringah,Jasa,12,87,8571489,28450372,Bukalapak,195,Terdaftar,2007,22786104,297000000,195,,,0.058318425,28450372,28450372,,22528753,8571489.171
288214497,UD. Gisel Adikara,Jasa,21,51,7473069,20835319,Website Sendiri,297,Terdaftar,2008,11701231,216000000,297,,,0.85927531,20835319,20835319,,10549574,7473069.472
288214498,UD. Fikri Mandiri Tania,Jasa,55,9,15391252,35639335,Lazada,88,Belum Terdaftar,2019,33118217,192000000,88,,,0.705013941,35639335,35639335,,6954262,15391251.92
288214499,UD. Wenny Praja,Perdagangan,4,5,12469223,12364523,Website Sendiri,381,Belum Terdaftar,2013,34423318,27000000,381,,,0.582280049,12364523,12364523,,7134681,4327583.05
288214500,UD. Sari Anggrek,Jasa,80,91,1576633,3503628,Shopee,742,Belum Terdaftar,2005,73869,,742,,,0.248682947,3503628,3503628,,12883940,1576632.6
288214501,UD. Zidan Mega,Jasa,42,0,17188731,22659245,Website Sendiri,495,Terdaftar,2014,17051774,126000000,495,,,0.087001986,22659245,22659245,,11752646,17188731.02
288214502,UD. Najwa Lingga,Jasa,73,45,560970,1219501,Tokopedia,916,Belum Terdaftar,2014,-3290167,354000000,916,,,0.246717868,1219501,1219501,,11893702,560970.46
288214503,UD. Halimah Mahendra Melati,Jasa,54,73,7213260,12646208,Website Sendiri,633,Belum Terdaftar,2015,8641891,381000000,633,,,0.70361251,12646208,12646208,,12496360,7213259.703
288214504,UD. Jodi Praja,Perdagangan,90,29,6052716,13587680,Tokopedia,729,Belum Terdaftar,2009,6821364,357000000,729,,,0.60936442,13587680,13587680,,9177545,6052716.296
288214505,UD. Fajar Gunawan Alma,Jasa,14,78,3698548,5724663,Bukalapak,901,Terdaftar,2011,40000839,276000000,901,,,0.453454471,5724663,5724663,,10089579,3698548.035
288214506,UD. Chika Sanjaya,Jasa,41,77,909958,2166566,Bukalapak,565,Terdaftar,2012,-1478966,354000000,565,,,0.517333734,2166566,2166566,,375278,909957.72
288214507,UD. Xenia Kinarya,Jasa,8,62,7103174,13008345,Lazada,239,Terdaftar,2009,30074489,210000000,239,,,0.771019862,13008345,13008345,,12762322,7103174.328
288214508,UD. Yasir Tejakencana,Perdagangan,70,87,12917761,24965155,Tokopedia,816,Belum Terdaftar,2024,21885615,471000000,816,,,0.27991307,24965155,24965155,,12061841,12917761.47
288214509,UD. Vino Prawira,Perdagangan,56,62,15519216,22937719,Tokopedia,565,Belum Terdaftar,2013,17672847,354000000,565,,,0.86456768,22937719,22937719,,5968928,15519215.69
288214510,UD. Alif Sumringah Naufal,Perdagangan,9,73,5600815,9334691,Website Sendiri,380,Terdaftar,2012,7137914,246000000,380,,,0.423210948,9334691,9334691,,5396945,5600814.6
288214511,UD. Leni Lestari,Perdagangan,63,89,4054631,14594194,Bukalapak,488,Belum Terdaftar,2019,6446471,456000000,488,,,0.537325956,14594194,14594194,,14725264,4054631.287
288214512,UD. Fikra Sukma,Jasa,40,0,6611699,23406374,Tokopedia,590,Belum Terdaftar,2023,22736444,120000000,590,,,0.662366844,23406374,23406374,,8900182,6611699.439
288214513,UD. Riyan Satya,Perdagangan,12,19,8306794,19332128,Shopee,382,Belum Terdaftar,2015,9452077,93000000,382,,,0.924434921,19332128,19332128,,23707168,8306794.103
288214514,UD. Uchie Kencana Lintang,Perdagangan,15,28,7807546,7822378,Bukalapak,525,Belum Terdaftar,2004,1877273,129000000,525,,,0.156254057,7822378,7822378,,3571557,7807546.263
288214515,UD. Wira Mahkota Clarissa,Jasa,97,33,17331993,29655299,Lazada,515,Belum Terdaftar,2013,22986340,390000000,515,,,0.693268599,29655299,29655299,,5993055,17331992.77
288214516,UD. Putri Tri,Jasa,71,65,5457493,13740355,Lazada,483,Belum Terdaftar,2021,33554021,408000000,483,,,0.253713117,13740355,13740355,,8494002,5457493.352
288214517,UD. Zaki Kulon,Perdagangan,59,65,6721871,15000304,Bukalapak,887,Belum Terdaftar,2006,7237744,372000000,887,,,0.38943184,15000304,15000304,,110791,6721870.504
288214518,UD. Balqis Utama,Jasa,30,1,1996570,1783370,Tokopedia,133,Terdaftar,2012,-2123676,93000000,133,,,0.982295335,1783370,1783370,,8657617,1996569.939
288214519,UD. Naufal Harapan,Perdagangan,54,71,5226421,11527354,Lazada,979,Belum Terdaftar,2024,8630254,375000000,979,,,0.127077761,11527354,11527354,,12102188,5226421.069
288214520,UD. Tariq Naraya,Jasa,91,53,5112240,6901401,Bukalapak,740,Terdaftar,2017,44264269,432000000,740,,,0.900601022,6901401,6901401,,14765106,5112239.684
288214521,UD. Tania Trisakti,Perdagangan,70,88,997352,1881796,Website Sendiri,272,Belum Terdaftar,2003,-2000163,474000000,272,,,0.722324478,1881796,1881796,,2518374,997351.88
288214522,UD. Salwa Adiwangsa,Perdagangan,33,17,8284625,13228690,Tokopedia,718,Terdaftar,2008,42039582,150000000,718,,,0.682213129,13228690,13228690,,16522353,8284624.564
288214523,UD. Damar Saprahan,Perdagangan,96,80,13849903,14104285,Bukalapak,364,Terdaftar,2017,11091857,528000000,364,,,0.5758461,14104285,14104285,,8818318,13849903.05
288214524,UD. Yolanda Sanjaya,Perdagangan,3,29,3919904,9754011,Website Sendiri,573,Belum Terdaftar,2022,40035811,96000000,573,,,0.538843714,9754011,9754011,,14101152,3919904.369
288214525,UD. Putri Bangun,Perdagangan,54,7,12295281,30074903,Shopee,171,Terdaftar,2011,21625223,183000000,171,,,0.621700928,30074903,30074903,,21660754,12295280.9
288214526,UD. Intan Kelana Omar,Jasa,89,41,3059781,6521632,Lazada,293,Belum Terdaftar,2010,43185761,390000000,293,,,0.334931459,6521632,6521632,,10996934,3059781.058
288214527,UD. Bambang Rejo,Perdagangan,65,28,14801655,15081561,Bukalapak,492,Belum Terdaftar,2000,12098271,279000000,492,,,0.67979285,15081561,15081561,,8145207,14801654.89
288214528,UD. Mila Hilir Echa,Jasa,95,50,8167321,29743769,Tokopedia,526,Belum Terdaftar,2000,28265058,435000000,526,,,0.113948518,29743769,29743769,,4116112,8167320.899
288214529,UD. Yora Sudharmo Lea,Perdagangan,58,82,10341852,18946947,Website Sendiri,152,Belum Terdaftar,2004,9961053,420000000,152,,,0.854779281,18946947,18946947,,7624643,10341852.12
288214530,UD. Sinta Adiwarna Vita,Jasa,unknown,23,9213537,19168346,Bukalapak,426,Belum Terdaftar,2006,15500373,189000000,426,,,0.553562688,19168346,19168346,,10185663,9213537.227
288214531,UD. Prita Bijaksana,Perdagangan,65,81,8211909,13961796,Bukalapak,997,Terdaftar,2023,30285053,438000000,997,,,0.495962537,13961796,13961796,,10951255,8211909.269
288214532,UD. Indira Ratu,Jasa,89,9,7942244,20965103,Website Sendiri,569,Terdaftar,2017,14683224,294000000,569,,,0.918567542,20965103,20965103,,5320233,7942244.173
288214533,UD. Bela Padi,Perdagangan,46,15,13281883,28973601,Bukalapak,37,Terdaftar,2014,26354679,183000000,37,,,0.563917998,28973601,28973601,,15780622,13281882.94
288214534,UD. Mika Puri,Jasa,26,49,2259733,8889964,Tokopedia,861,Belum Terdaftar,2018,5300110,225000000,861,,,0.944501558,8889964,8889964,,6144570,2259732.743
288214535,UD. Muthia Wibawa,Jasa,78,40,7822160,21837066,Lazada,37,Terdaftar,2005,18048780,354000000,37,,,0.925959583,21837066,21837066,,16193880,7822159.829
288214536,UD. Bella Widjaja,Jasa,20,53,831475,1807554,Tokopedia,382,Terdaftar,2003,-2181376,219000000,382,,,0.848901953,1807554,1807554,,7977822,831474.84
288214537,UD. Desta Mahendra,Jasa,90,43,2711519,6429567,Tokopedia,600,Terdaftar,2008,35088492,399000000,600,,,0.12151944,6429567,6429567,,4103873,2711519.249
288214538,UD. Qais Ilir Gani,Jasa,97,59,10738834,12210090,Lazada,734,Terdaftar,2004,46517452,468000000,734,,,0.959224657,12210090,12210090,,17094158,10738834.37
288214539,UD. Khalid Haji Uci,Jasa,10,68,984810,2140892,Bukalapak,385,Belum Terdaftar,2006,-4657944,234000000,385,,,0.088526229,2140892,2140892,,8728925,984810.32
288214540,UD. Zidan Ranggalawe Vita,Jasa,86,78,8702028,12802784,Website Sendiri,940,Terdaftar,2008,6006289,492000000,940,,,0.983591576,12802784,12802784,,8254800,8702027.665
288214541,UD. Kirana Sarwono,Perdagangan,21,22,12064307,29890640,Website Sendiri,329,Terdaftar,2018,24958168,129000000,329,,,0.107909425,29890640,29890640,,845729,12064307.37
288214542,UD. Yumna Cerah,Jasa,22,94,4039050,7503417,Shopee,626,Terdaftar,2016,1646979,348000000,626,,,0.085903233,7503417,7503417,,9727527,4039050.437
288214543,UD. Zainab Prabawa,Jasa,64,93,14862176,15926699,Tokopedia,461,Terdaftar,2003,27510642,471000000,461,,,0.744270313,15926699,15926699,,18746616,14862175.9
288214544,UD. Mario Wiyata,Perdagangan,58,70,9470207,1086794,Lazada,36,Belum Terdaftar,2004,-3989214,384000000,36,,,0.239015027,1086794,1086794,,14131240,391245.84
288214545,UD. Priska Berkarya Dea,Jasa,75,19,4694656,9575994,Website Sendiri,950,Terdaftar,2017,38474012,282000000,950,,,0.501540321,9575994,9575994,,4134975,4694655.658
288214546,UD. Ilmi Mega,Jasa,88,38,13034183,32829793,Lazada,19,Terdaftar,2008,27396463,378000000,19,,,0.715523677,32829793,32829793,,9500983,13034182.98
288214547,UD. Elsa Ayodya,Perdagangan,69,2,3086460,8084047,Website Sendiri,279,Terdaftar,2004,44793777,213000000,279,,,0.935585862,8084047,8084047,,15843719,3086459.642
288214548,UD. Rahmat Arya,Perdagangan,97,2,4749764,10812879,Lazada,696,Terdaftar,2020,7083949,297000000,696,,,0.253835453,10812879,10812879,,4727223,4749763.633
288214549,UD. Mirna Manik,Jasa,27,30,6366722,11726008,Tokopedia,598,Terdaftar,2016,37528070,171000000,598,,,0.586170178,11726008,11726008,,3468970,6366722.062
288214550,UD. Hanafi Wibawa,Perdagangan,24,6,12971498,15326984,Shopee,702,Terdaftar,2015,31222008,90000000,702,,,0.91518317,15326984,15326984,,12625984,12971497.9
288214551,UD. Evan Sukarela,Perdagangan,81,0,3243560,12119396,Shopee,843,Belum Terdaftar,2016,4756129,243000000,843,,,0.539089385,12119396,12119396,,13083554,3243560.395
288214552,UD. Vina Wirawati,Perdagangan,0,55,5858383,11535718,Tokopedia,443,Belum Terdaftar,2014,14551681,165000000,443,,,0.89266961,11535718,11535718,,2230622,5858383.449
288214553,UD. Nazar Kusuma,Perdagangan,31,26,4700717,13173822,Bukalapak,308,Terdaftar,2000,3124810,171000000,308,,,0.756402193,13173822,13173822,,12875407,4700716.801
288214554,UD. Aqila Jayeng Silvi,Perdagangan,28,64,9733075,7044287,Bukalapak,946,Terdaftar,2012,3427641,276000000,946,,,0.887494098,7044287,7044287,,12407227,3099486.28
288214555,UD. Rahmat Madusari,Perdagangan,19,69,3413090,8411916,Lazada,818,Terdaftar,2022,30282424,264000000,818,,,0.030458253,8411916,8411916,,8843798,3413090.029
288214556,UD. Rafa Sukadarma,Jasa,45,83,12458565,12828151,Tokopedia,312,Terdaftar,2002,-7074,384000000,312,,,0.203434929,12828151,12828151,,1489697,12458564.53
288214557,UD. Isna Rejo,Jasa,76,38,7555155,8205597,Tokopedia,54,Belum Terdaftar,2004,33727996,342000000,54,,,0.57306552,8205597,8205597,,19599853,7555154.573
288214558,UD. Gilangga Wijaksana,Perdagangan,56,2,2153037,5042569,Lazada,102,Belum Terdaftar,2015,44958512,174000000,102,,,0.108671979,5042569,5042569,,13461055,2153036.803
288214559,UD. Raka Brata,Perdagangan,11,58,6342955,14399476,Lazada,74,Belum Terdaftar,2017,6963428,207000000,74,,,0.915482469,14399476,14399476,,10641845,6342954.902
288214560,UD. Miko Satria,Perdagangan,71,1,3927537,9415506,Website Sendiri,538,Belum Terdaftar,2001,5326394,216000000,538,,,0.43562656,9415506,9415506,,3416556,3927537.289
288214561,UD. Wenda Trisula,Perdagangan,38,46,4104826,14383713,Shopee,181,Belum Terdaftar,2000,3699676,252000000,181,,,0.003352794,14383713,14383713,,12679915,4104826.131
288214562,UD. Zainab Sidarta,Jasa,7,95,4622302,12253742,Website Sendiri,66,Terdaftar,2023,26778066,306000000,66,,,0.465417643,12253742,12253742,,13993701,4622301.951
288214563,UD. Cinta Wening,Jasa,81,19,4531821,14161940,Lazada,519,Terdaftar,2023,9202133,300000000,519,,,0.171045986,14161940,14161940,,6773547,4531820.8
288214564,UD. Jay Lestari,Perdagangan,84,99,2669217,10289813,Lazada,997,Terdaftar,2020,14301929,549000000,997,,,0.698516123,10289813,10289813,,11317072,2669217.077
288214565,UD. Daffa Permai,Jasa,27,26,5079491,10072338,Lazada,766,Belum Terdaftar,2007,26051342,159000000,766,,,0.046971208,10072338,10072338,,5781252,5079491.21
288214566,UD. Inten Kalbu,Jasa,30,83,12690117,11531857,Website Sendiri,220,Belum Terdaftar,,24385304,339000000,220,,,0.570432297,11531857,11531857,,3042006,12690117.47
288214567,UD. Salwa Mega,Perdagangan,14,18,6809444,6559355,Shopee,810,Belum Terdaftar,2004,27303743,96000000,810,,,0.41246185,6559355,6559355,,9522152,6809443.746
288214568,UD. Qanita Saprahan Aldo,Jasa,59,54,1059435,3612556,Lazada,584,Terdaftar,2024,18009900,339000000,584,,,0.923618099,3612556,3612556,,17116520,1059434.765
288214569,UD. Zainab Naraya,Perdagangan,38,62,4515308,6940867,Bukalapak,461,Terdaftar,2008,2554696,300000000,461,,,0.48667234,6940867,6940867,,8043599,4515307.666
288214570,UD. Verdi Saprahan,Perdagangan,96,84,6854252,8688353,Shopee,260,Belum Terdaftar,2017,35511161,540000000,260,,,0.244018471,8688353,8688353,,10370164,6854252.207
288214571,UD. Taufik Agastya,Perdagangan,86,42,14843888,5284283,Bukalapak,508,Terdaftar,2010,44074374,384000000,508,,,0.059970841,5284283,5284283,,9470375,2430770.18
288214572,UD. Deni Baruna,Perdagangan,79,83,6963720,12834052,Bukalapak,190,Terdaftar,2014,14764042,486000000,190,,,0.346149249,12834052,12834052,,5768399,6963719.804
288214573,UD. Lono Kencana,Perdagangan,87,4,7995987,14010317,Shopee,931,Belum Terdaftar,2012,3283742,273000000,931,,,0.110047751,14010317,14010317,,12357501,7995987.49
288214574,UD. Cipta Brawijaya,Jasa,20,19,9020496,9427414,Bukalapak,353,Terdaftar,2010,-2147377,117000000,353,,,0.121233904,9427414,9427414,,2530560,9020496.273
288214575,UD. Syifa Sakti,Jasa,7,75,6432171,6474076,Tokopedia,336,Belum Terdaftar,2006,-412856,246000000,336,,,0.907054651,6474076,6474076,,7949962,6432170.699
288214576,UD. Hilmiyah Sudharmo Suci,Perdagangan,41,60,8204214,9823236,Website Sendiri,948,Belum Terdaftar,2017,46515661,303000000,948,,,0.097572435,9823236,9823236,,8998569,8204213.734
288214577,UD. Tami Jagad Leni,Jasa,58,61,6960506,9149251,Lazada,702,Terdaftar,2024,32644341,357000000,702,,,0.066369574,9149251,9149251,,6920984,6960505.628
288214578,UD. Jafar Prana Barokah,Perdagangan,80,73,1830973,3451578,Tokopedia,99,Terdaftar,2000,12192066,459000000,99,,,0.642144178,3451578,3451578,,7286279,1830973.055
288214579,UD. Oki Baruna,Perdagangan,78,62,3286192,12228181,Lazada,729,Belum Terdaftar,2013,14186357,420000000,729,,,0.095495652,12228181,12228181,,6937725,3286191.896
288214580,UD. Melati Sumirat,Jasa,77,21,1421828,4873706,Lazada,23,Terdaftar,2009,-2870363,294000000,23,,,0.188769879,4873706,4873706,,3563535,1421827.691
288214581,UD. Bela Sidarta,Perdagangan,19,37,3215363,6066723,Tokopedia,956,Terdaftar,2008,47168573,168000000,956,,,0.797324173,6066723,6066723,,10997869,3215363.19
288214582,UD. Ghani Kawiswara,Perdagangan,95,91,8378560,13817858,Lazada,390,Belum Terdaftar,2019,47538646,558000000,390,,,0.860842991,13817858,13817858,,14980278,8378560.177
288214583,UD. Zulkarnaen Winata,Perdagangan,60,11,8544118,14507977,Shopee,942,Terdaftar,2024,21079944,213000000,942,,,0.8437887,14507977,14507977,,8560235,8544117.958
288214584,UD. Chintya Jagad,Jasa,10,73,3457722,11538636,Website Sendiri,213,Belum Terdaftar,2022,-690736,249000000,213,,,0.529738652,11538636,11538636,,8789462,3457721.989
288214585,UD. Eddy Tejakusuma,Perdagangan,31,60,3931248,12585148,Lazada,310,Terdaftar,2015,43817540,273000000,310,,,0.109400271,12585148,12585148,,3651038,3931248.399
288214586,UD. Gisel Jayeng Pardi,Jasa,3,98,6595373,8030446,Website Sendiri,388,Belum Terdaftar,2019,37677987,303000000,388,,,0.545121858,8030446,8030446,,7522356,6595372.77
288214587,UD. Elen Widhi Wenda,Jasa,28,47,5518827,6930167,Bukalapak,,Belum Terdaftar,2022,-5866685,225000000,916,,,0.998702471,6930167,6930167,,10634716,5518826.612
288214588,UD. Ilmi Ranggalawe,Perdagangan,4,16,8855710,11669988,Lazada,330,Terdaftar,2021,-1182783,60000000,,,,0.172695222,11669988,11669988,,19150264,8855709.594
288214589,UD. Monica Dwijaputra,Jasa,75,90,3644644,11505456,Bukalapak,428,Belum Terdaftar,2005,28258049,495000000,428,,,0.42947315,11505456,11505456,,11371095,3644643.52
288214590,UD. Prita Persada,Jasa,38,51,5344772,10500799,Website Sendiri,425,Terdaftar,2006,29688694,267000000,425,,,0.032172667,10500799,10500799,,13704920,5344771.91
288214591,UD. Zahra Cahyaningrat,Jasa,22,45,4414023,6267704,Tokopedia,699,Belum Terdaftar,2003,5662426,201000000,699,,,0.096428904,6267704,6267704,,4255421,4414022.51
