omset,tahun_berdiri
27744814,2022
8416105,2018
13583230,2000
31781071,2020
17467028,2006
10923226,2009
10426349,2017
10210795,2004
11622917,2007
11916746,2006
2142951,2021
8362122,2005
13747291,2019
10550954,2009
7907053,2023
8699521,2005
20143594,2011
12414618,2009
13459260,2006
29029793,2006
8085546,2022
11114645,2015
10358112,2000
14242931,2002
26337398,2006
13788537,2003
14950215,2004
21924722,2004
4303836,2005
13936515,2007
11481951,2012
3635332,2021
12528409,2008
3297450,2007
10413286,2015
14790152,2013
12487660,2015
5718526,2012
23567692,2003
24652078,2005
26346114,2014
11007353,2010
10309835,2020
7066684,2016
7484924,2013
7985138,2019
17686848,2000
7340281,2001
26911174,2022
16797021,2005
16292931,2021
10219343,2004
13221285,2001
8894998,2003
20194248,2012
7821642,2003
30081798,2023
8150226,2018
30642710,2023
22748422,2010
14214000,2007
6464578,2016
1486726,2006
25673302,2022
11091429,2006
25808662,2003
16290233,2003
5557277,2010
18035396,2004
17651304,2024
10977848,2006
5939188,2013
11003517,2022
5075330,2001
7704401,2007
13453846,2021
8328283,2009
14542495,2013
1395262,2014
17107956,2024
11189456,2010
33479112,2006
14843824,2018
13388113,2024
6769891,2005
17252480,2006
5790533,2021
23372846,2003
7124433,2013
14546039,2023
12468725,
11919944,2010
12807825,2015
11887890,2006
27634587,2015
22688342,2017
8261948,2024
14968889,2008
15558861,2007
12798183,2013
6454237,2007
23993688,2005
17273438,2010
22996298,2019
23618991,2012
6062567,2020
5839093,2021
28234134,2021
4220548,2000
7654574,2000
24300189,2008
23435625,2004
8537302,2006
10842484,2014
1909561,2005
9736631,2019
10313783,
16881843,2005
11296405,2010
3252827,2014
21601857,2021
14912634,2017
12929523,2021
12422499,2009
24342584,2023
13827412,2009
13001849,2017
7402997,2007
8512105,2005
30047779,2022
6614162,2014
1091321,2000
14234352,2018
24174294,2017
5897881,2003
13409720,2022
15475733,2007
23093470,2007
14932551,2023
10853575,2004
9091465,2015
14236430,2010
17971980,2010
13974247,2024
3237618,2013
7116175,2010
15977532,2012
10164979,2021
12203244,2007
15725850,2013
9860394,2019
18581314,2000
13323986,2020
14839865,2018
13118598,2024
12888138,2004
7264178,2023
6594363,2003
8771073,2003
25169647,2001
10940518,2007
29573977,2015
10980051,2013
2206645,2015
19070466,2008
2886191,2023
14083065,2007
10502699,2012
8981431,2004
8791546,2024
23770399,2012
3619397,2012
10360897,unknown
2893910,2004
12477958,2013
14453903,2008
20369472,2016
12457539,2018
9496384,2004
14488583,2007
14862876,2018
12796934,2002
2095922,2022
15248491,2010
12509543,2009
24983653,2019
15952469,2005
22684904,2020
3224256,2018
16130367,2013
32018583,2001
28615409,2004
15188439,2012
6437810,2011
25595886,2007
15198511,2023
10653961,2017
25038291,2016
5652970,2010
11373430,2014
5529615,2004
15982678,2019
11912257,2018
5770027,2012
17352855,2019
6294044,
10631011,2018
17454801,2003
26050621,2004
27930886,2000
5508984,2011
21037674,2009
9298415,2012
9463864,2018
9957917,2015
17055009,2001
7546078,2023
17243779,2008
4609013,2023
13244517,2004
6905258,2010
21375113,2003
11910589,2018
2002420,2024
9667784,2007
6624019,2015
3793116,2016
16913178,2010
24183705,2008
5107374,2008
8861276,2023
22303915,2006
28849363,2000
12444701,2002
17245317,2008
28244679,2015
24487660,2013
10332545,2020
26955517,2014
4934902,2003
31215589,2014
10009107,2010
1246620,2016
27409153,2008
19459424,2022
2448714,2012
24416743,2002
12028311,2001
3150568,2002
10944520,2015
14026179,2013
18386714,2003
24017892,2002
13827762,2015
23465012,2017
19789388,2005
4887252,2015
7989493,2019
13490361,2007
21529571,2001
17684428,2000
14582010,2012
3863684,2017
6598699,2020
7578120,2004
7759591,2023
15481599,2000
10438608,2015
17266074,2013
6928384,2023
9241337,2014
17185483,2009
9790255,2023
34589210,2015
22124432,2008
6516434,2003
9512082,2010
28491886,2018
11249728,2015
18139332,2008
11672546,2011
5152164,2020
13744423,2001
12830725,2010
26464586,2018
9902876,2007
6286900,2010
2249381,2015
11132239,2022
17762447,2019
21957267,2008
14084878,2010
5151609,2012
10758721,2016
26911015,2010
10890072,2010
4944684,2022
12539741,2021
28059879,2017
14132312,2011
11136709,2008
1463522,2024
28724058,2022
13298071,2022
6269512,2019
6133885,2006
1842447,2008
9549500,2009
9084280,2024
27321064,2024
30792670,2009
6186540,2014
20654123,2004
5002719,2011
1300035,2018
29751949,
11220096,2023
14279633,2023
7921758,2008
14826463,2017
11657584,2000
10646108,2013
17561777,2002
12934266,2023
7359416,2005
11515440,2015
13921726,2002
17916331,2016
11860270,2004
14040060,2021
14650294,2015
20826122,
14716563,2012
23949720,2010
12325852,2011
11141174,2009
13051848,2009
10108590,2019
8895165,2015
9417091,2013
3532714,2000
4597864,2006
6888750,2008
28111723,2012
24338967,2008
18021699,2021
18865255,2017
20627479,2014
20332832,2016
18607394,2001
18983908,2008
21816504,2012
19809523,2020
21846426,2013
19907569,2008
21209847,2014
22253383,2001
21975023,2001
22523798,2020
22047201,2004
18993512,2015
20070474,2012
18146762,2009
20161908,2006
18073345,2002
21150425,2023
21134877,2018
19604230,2022
18823638,2014
22718223,2000
19910436,2009
18283324,2020
18950141,2008
19718447,2019
22903704,2018
19600553,2020
21692807,2024
22468664,2017
20250283,2006
21117482,2024
21561444,2019
19290061,2004
21588236,2020
20665978,2015
18829870,2015
22739796,2006
18105649,2008
21503156,2007
22129924,2010
18558209,2006
21397516,2007
19852559,2011
22651074,2019
19538864,2020
22659799,2001
19428732,2020
20003517,2017
21072275,2012
21091194,2000
19243717,2023
19803784,2001
21937390,2000
20145216,2024
22897311,2021
20714336,2008
21316337,2020
20544093,2006
22036972,2021
19378668,2018
20026328,2000
20790539,2017
21081055,2021
22278966,2020
20943441,2022
18751741,2005
21647670,2002
19747543,2024
22977191,2011
20281199,2020
18368701,2010
19661242,2006
19411283,2013
21532475,2020
20375493,2002
22055197,2020
21048313,2022
20550660,2007
22027627,2022
19367648,2004
22373588,2002
19369548,2021
20229435,2009
22101669,2024
19949313,2024
21666241,2021
18825088,2022
19587902,2006
21707438,2004
20678657,2013
19345883,2010
22392413,2007
43522711,2002
20731613,2005
22040472,2016
21888873,2011
17993224,2003
20568040,2023
18486748,2010
22715231,2010
22681960,2015
20724498,2018
19844549,2003
19235066,2012
18910791,2003
21779814,2018
22003924,2017
20816285,2017
22902669,2022
22978554,2000
19997766,2002
22044861,2005
19802724,2009
21606145,2010
20083767,2018
21203878,2000
19104067,2012
21577870,2002
18295346,2012
19998202,2019
22489932,2000
21151561,2019
20944681,2008
22792073,2009
21805370,2001
20776651,2018
19678277,2020
21245561,2014
19173472,2005
18887903,2004
21305038,2023
19408424,2004
22620424,2020
21235830,2000
18273161,2021
20329309,2022
19652809,2020
20034964,2018
20858944,2010
19771844,2012
21898703,2006
22849964,2023
19888567,2013
20719323,2024
18311762,2014
19620730,2022
18964959,2018
9629068,2004
9353770,2022
9554756,2021
8995180,2021
9725722,2002
9846586,2010
8632185,2020
9205284,2023
9142069,2024
8925364,2012
9494405,2017
8526935,2017
9197888,2015
8332964,2018
9709269,2006
9239421,2009
9351778,2001
9935006,2003
9868483,2023
8341364,2019
9199829,2014
8293653,2000
9876354,2003
8625853,2022
9636236,2024
8741172,2012
8248253,2007
9406722,2021
9156964,2005
8006777,2024
8117686,2007
8037664,2000
9410398,2001
8247815,2023
8229496,2002
9909964,2001
9430815,2009
9240919,2004
9265123,2013
8522278,2016
9411289,2000
8495302,2014
8451117,2021
8186384,2003
8567849,2023
9424055,2018
9104583,2009
8568649,2002
9047966,2007
9943493,2017
8650911,2001
9460720,2006
9042316,2009
8156409,2019
9433026,2019
8707103,2006
9461221,2024
9004676,2013
8814673,2009
9765944,2013
9898182,2000
9444709,2008
8137801,2023
9341235,2018
9114662,2005
8579730,2020
8014193,2021
9858389,2018
9051000,2014
8300145,2002
9886482,2020
8973010,2003
9740818,2014
8968401,2018
8439066,2012
9337820,2017
8429040,2009
9064698,2016
9688914,2023
9427321,2018
9408312,2019
8023886,2000
8759868,2005
9800562,2010
9269554,2021
8839153,2019
9646893,2001
8590339,2007
21114026,2016
20041486,2019
21169765,2024
18151205,
20215736,unknown
20765934,2018
22669604,2003
20965342,2000
21875782,2010
20779225,2012
20519191,2024
18044253,2011
20643085,2007
18995489,2023
20573768,2019
21738311,2014
21815203,2019
20885895,2000
20438186,2023
18482182,2009
22038381,2024
18697973,2023
19977625,2022
19965392,2001
20566832,2008
18580558,2009
20427762,2002
21214365,2005
18250706,2000
22329722,2012
20512110,2005
20730252,2008
21612462,2000
18826388,2012
18976152,2004
19521807,2020
18292291,2010
22939490,2004
18311561,2012
21445095,2022
21783212,2001
19396025,2000
19267775,2020
20582898,2004
21078485,2007
19791463,2018
18073297,2020
18710910,2004
22440607,2003
19037259,2019
18360121,2001
18586980,2001
20403220,2003
20391436,2022
21158576,2014
19756572,2002
22570951,2011
18356317,2021
22220406,2004
20046894,2001
18210927,2013
18984158,2021
22848723,2022
20596998,2018
19487857,2023
21352501,2019
18324042,2018
19299632,2002
21912530,2019
22613966,2001
19289614,2011
18119766,2001
21641756,2004
20415634,2014
19152257,2006
18747869,2012
19876875,2014
18709880,2020
18224425,2024
19882754,2017
22522993,2023
22478784,2023
19547199,2006
18590753,2009
21739476,2003
19644859,2006
22529253,2021
18110426,2022
21824152,2004
18482230,2002
21296894,2023
20833237,2022
22144754,2007
18390115,2018
22178143,2019
21067400,2016
19381143,2015
20569620,2005
22191595,2012
22546175,2006
21219104,2023
22784184,2024
18898523,2024
19134085,2017
19563197,2021
20494444,2007
22981868,2010
21203397,2008
21098924,2003
20671263,2023
20955227,2011
18711642,2006
19345659,2008
18935465,2008
22291112,2016
19991844,2011
18221805,2006
22386556,2015
20774349,2022
19197912,2015
22815385,2003
22911657,2017
21847243,2001
22595611,2020
20929026,2000
19334029,2021
20701427,2012
22763868,2013
22260359,2023
21492738,2013
22967928,2014
22295891,2013
19919878,2018
20335482,2023
21985832,2022
21640447,2022
21890675,2021
21315138,2004
21659260,2018
19941652,2023
19546212,2009
20470250,2005
20722725,2002
21540821,2018
21831251,2021
20483141,2006
18260813,2012
18620177,2004
21888692,2019
21491993,2016
18468104,2022
19266456,2019
18896223,2021
22950212,2003
19705038,2018
21700051,2003
19172954,2022
20268913,2010
22721287,2000
21396567,2002
22659119,2015
21698560,2018
21140411,2006
19040753,2015
21001768,2014
21152015,2004
22945136,2016
22324513,2011
21058409,2009
19042549,2003
21057460,2005
21192821,2004
21035711,2008
19803914,2010
18988239,2006
22191868,2008
22095588,2024
22331045,2021
22037554,2004
18062929,2024
21353914,2000
20144402,2014
18481496,2016
19820573,2021
21639967,2009
22532607,2015
8395137,2023
22827068,2002
18045726,2013
20436947,2009
19501132,2007
18982511,2016
20515338,2023
18136208,2010
21378491,2016
21678815,2000
21218582,2018
21310267,2011
21639357,2022
20785372,2005
20546830,2005
20038036,2016
18259641,2016
20232447,2012
22637624,2009
19975015,2018
20635927,2017
18157060,2000
21089346,2001
18332098,2011
20215034,2024
21075876,2022
18525235,2010
18142820,2004
18308660,2008
20166597,2015
22620045,2010
20311973,2003
20678452,2008
18666441,2017
21011386,2017
22703453,2024
21415570,2005
20229493,2005
18775586,2003
20980816,2010
22019149,2005
19623782,2008
19549582,2012
22815808,2017
19578879,2014
19619001,2017
22705244,2000
21529869,2023
20208359,2022
21762383,2004
12158670,2021
21901899,2017
18825476,2015
19895322,2023
21031335,2014
19283647,2015
20496525,2005
19795298,2020
21415162,2024
20943811,2015
21505766,2000
19043760,2010
22946307,2000
20314888,2000
19054471,2009
21756345,2005
22567233,2008
21514215,2012
21261482,2023
20343600,2005
21875956,2008
22168461,2000
19912946,2014
59551085,2005
18691259,2003
19738732,2007
19964133,2017
21820699,2006
20825988,2009
22360769,2017
22865842,2003
18120957,2008
18045890,2010
15777033,2007
27123671,2024
13602677,2017
13636918,2014
5419943,2004
10988468,2003
16388327,2010
14708977,2007
7298739,2001
13292229,2002
1940394,2019
28836373,2006
22666518,2017
5881545,2011
10474089,2023
28102964,2021
14136926,2006
6143834,2003
12105793,2000
8304150,2015
12168835,2001
14686801,2005
31412126,2000
8150110,2006
26239499,2007
19611788,2007
22486319,2001
10781634,2010
9655950,2012
21131651,2019
16824919,2008
14602291,2005
13014872,2022
9186623,2020
12628276,2015
7129252,2024
30011026,2003
1735146,2022
25270960,2023
16057175,2021
5386080,2000
19982263,2021
6421155,2006
14483759,2015
29231997,2003
9620111,2013
14170061,2013
9210827,2014
22290477,2016
6506482,2006
5209136,2002
28382646,2021
1169352,2021
8183070,2002
20762926,2017
16078201,2020
7450514,2002
21278503,2018
12389002,2023
24524800,2003
9678596,2020
19390550,2015
22743995,2023
8417723,2016
29921754,2006
10660628,2004
22689276,2014
10270636,2014
14665399,2001
16255924,2017
5216921,2023
5071844,2009
11735773,2019
14590956,2013
8753414,2001
20271585,2009
2627297,2007
7855229,2011
6560728,2014
7395742,2021
23067150,2008
6655194,2020
14151246,2016
13704557,2002
19000179,2004
21690866,2009
25231619,2004
6626381,2022
2472616,2004
8699709,2008
12954416,2023
9986983,2004
14999489,2021
23674297,2022
17736488,2022
33070924,2013
29710481,2008
7266290,2018
15152931,
14668878,2022
8142694,2005
18049163,2003
8979194,2003
17160878,2014
9533100,2004
13776554,2012
9296858,2012
9474259,2018
20231328,2004
31844608,2013
3579441,2014
12668931,2017
3025704,2007
11394878,2016
8294850,2017
4864640,2007
14163133,2013
9007400,2004
3116437,2017
20831900,2006
30101089,2017
13928384,2018
18144030,2018
14213651,2015
16258425,2014
13758802,2023
10325165,2010
9494764,2001
9679623,2006
9687461,2024
13335491,2020
8241223,2000
7401339,2004
23314147,2014
11817228,2018
17924966,2006
2331196,2016
26141608,2006
26268164,2023
1606610,2018
8267888,2014
13104268,2024
7736777,2023
34102073,2024
9835005,2014
11059674,2016
16421336,2023
5556566,2024
5188782,2013
13836908,2002
11014790,2021
9115136,2019
5270182,2003
18689514,2021
6553632,2004
24982514,2007
8253267,2006
14049506,2014
8820710,2011
4686800,2013
13801522,2011
13112925,2014
28110043,2014
7814128,2007
10796351,2018
16835954,2011
22903353,2010
19183186,2020
6920096,unknown
18880248,2017
4658976,2004
29541910,2021
12803015,2006
14463197,2020
25493318,2024
12761390,2020
17850671,2017
33199706,2007
31274087,2012
9759784,2014
25815971,2022
6803987,2023
1710674,2023
28005052,2004
15253146,2014
14093548,2001
3494021,2004
30088079,2002
8527190,2024
2954557,2020
2889431,2022
32776422,2003
8902495,2005
12706978,2014
28619060,2003
29976369,2021
15103728,2003
12328743,2001
27265747,2024
17446178,2014
24138250,2015
9094956,2013
6705362,2007
7183591,2019
6025900,2021
29508504,2021
24119217,2018
7563008,2020
12066360,2019
10064610,2012
6526242,2022
12774102,2004
8907924,2021
10992436,2017
15600278,2015
23754341,2013
8382242,2004
14087110,2024
11675713,2023
8470514,2014
9974201,2018
7054690,2003
5512362,2019
27783145,2006
11186591,2022
5069770,2023
11612492,2016
9891072,2011
22208044,2018
14453182,2014
26614317,2008
6398933,2003
11175800,2021
26189201,2004
12202743,2002
4362326,2024
11843163,2001
12085553,2014
3657289,2020
18239859,2011
14153364,2014
15426626,2016
7234249,2012
15736322,2009
12025378,2001
19054647,2020
7245478,2008
17444845,2012
13502056,2024
23719172,2017
23370091,2006
20665948,2024
23876656,2023
15378003,2021
10249692,2014
13342127,2022
24311040,2015
31901347,2004
9160555,2011
11025332,2004
12661745,2022
7088588,2017
22604466,2011
11138478,2009
9149644,2018
14513408,2011
9270708,2007
12766598,2000
7553990,2013
9724619,2009
13717965,2001
4993282,2020
24409140,2024
2407228,2016
10875729,2017
5310388,2009
8629265,2021
14049687,2002
14285218,2008
23273972,2018
23592069,2019
10215471,2008
11122072,2010
3030157,2010
24118903,2006
2658617,2011
23321418,2020
27496282,2023
24202531,2005
24475071,2021
27617192,2003
26027358,2004
26250125,2005
26601719,2019
28226459,2000
25120487,2005
27880587,2018
28714926,2015
28155480,2002
25492169,2015
28257681,2022
27403555,2023
27700103,2015
24508029,2012
24554829,2011
28250851,2022
28580882,2016
27915064,2007
27917758,2001
27485773,2006
27554404,2018
27705387,2021
28224735,2003
27607610,2012
24054971,2005
27524142,2021
27410093,2012
27836916,2018
28283221,2000
26162038,2009
27786204,2018
27148360,2019
28649214,2004
26964979,2002
24191237,2015
28969797,2017
27848917,2022
28850108,2007
25732430,2007
26673204,2020
28691754,2009
25840700,2012
25457801,2011
28613055,2011
24453031,2004
26410030,2007
28673460,2023
25376391,2011
26897103,2022
27067229,2014
27081808,2018
24830009,2003
25360875,2023
28270801,2017
27148996,2018
28863090,2014
28726337,2021
13925884,2001
16188679,2002
14425001,2010
8720650,2012
32352036,2010
9961802,2014
9110174,2008
27236585,2002
14147025,2006
15495776,2014
7236761,2021
26010087,2017
29278173,2001
5137655,2001
11321740,2009
23012805,2015
14562979,2001
9038819,2007
9358048,2007
6657284,2019
14237568,2018
20367834,2007
28198365,2008
16086072,2018
14393276,2015
11653134,2005
18025384,
25740511,2002
7324244,2008
10896971,2008
31447860,2013
12084822,2013
5751734,2010
9287968,2009
11055665,2008
20909610,2012
11700712,2020
4982991,2022
12082494,2004
11606213,2017
28214406,2001
26449139,2021
6345379,2011
8586689,2023
16534941,2007
9299675,2007
12366739,2016
9342096,2017
14865917,2012
5656267,2020
10027470,2014
5160311,2009
7857240,2011
14963734,2005
29388344,2008
11916904,2016
11125245,2001
8840502,2010
22643744,2021
14083368,2008
14479469,2005
9327158,2001
6958467,2018
22963112,2019
20981956,2014
35394179,2007
18719716,2024
9634493,2002
2776963,2013
20543071,2013
13877325,2021
3396634,2009
28523417,2019
6901502,2022
28980923,2006
11823600,2017
14894256,2008
16572731,2006
8779023,2005
19398492,2024
17965078,2017
8906596,2022
25178630,2011
12596021,2019
10157024,2008
13677160,2004
17561786,2016
7972505,2024
24013795,2003
32098611,
23413950,2022
8895382,2003
8358107,2012
15823533,2004
22233053,2004
11310134,2013
28461419,2000
8926326,2015
14329298,2005
14657222,2023
25080488,2023
5061382,2015
12161722,2023
23286857,2012
26023357,2015
4018282,2001
3865220,2008
17261402,2012
22337922,2008
13417361,2003
5176763,2024
14793853,2002
22162244,2003
6924215,2012
10975217,2017
34503428,2022
9857218,2007
29911867,2005
12045634,2015
15546703,2011
20060117,2012
6740250,2011
12767262,2020
2029245,2004
3372487,2018
7897261,2011
22401751,2020
13286171,2011
10750308,2000
10894234,2010
23684323,2018
22428808,2009
7252296,2018
13227784,2014
6089028,2016
19531803,2021
20646865,2022
22358293,2011
13946052,2008
6830485,2005
9245131,2004
14031317,2002
12124820,2010
1115903,2020
9504987,2014
9663821,2007
49416308,2010
14389563,2021
28469836,2014
54344383,2022
8889614,2001
9375989,2002
11355409,2009
23361198,2023
2973135,2001
23998058,2021
8332487,2003
7541982,2013
17746842,2023
15514303,2010
25127742,2000
8265951,2018
31990740,2019
2067508,2015
8320282,2022
22819888,2020
10463671,2017
16268659,2008
8746246,2000
18735017,2001
24530697,2016
4726259,2017
6120630,2013
9978036,2010
23794095,2016
10711451,2015
17095500,2007
28563417,2009
22935101,2022
24676904,2000
10074781,
5426180,2015
21785278,2014
5667719,2014
6336154,2023
7728827,2015
16253524,2004
8099207,2024
28575183,2018
19703396,2011
16634348,2003
28796136,2003
12441582,2000
1045008,2002
9971052,2019
5563348,2003
14962340,2012
11653753,2018
2443237,2023
2625896,2005
1324220,2015
14678478,2010
10937685,2019
7004876,2001
1765248,2013
31524818,2007
12345933,2014
1840167,2009
8901297,2013
6822409,2011
10587960,2018
10237569,2013
4347910,2001
10366089,2000
7859306,2022
14448753,2000
18482493,2011
7413531,2012
12798835,2014
13759671,2001
9483452,2022
6606933,2002
13430150,2004
25229439,2015
13404772,2014
34556012,2019
12688565,2019
7375012,2015
35189585,2019
1281086,2016
3155502,2004
9885316,2024
25133642,2019
27877338,2004
6160820,2002
16503803,2024
16927715,2001
11563951,2017
12434764,2000
1005531,2001
6240129,2009
9234502,2017
28267167,2012
23288910,2021
19258262,2006
4665542,2001
3733401,2010
9159450,2022
13323266,2014
7141343,2004
5902971,2016
14470105,2003
14411602,2014
5486014,2024
14219898,2007
8768806,2012
8950542,2001
3359317,2003
8324930,2011
10602616,2011
3801600,2021
11329226,
11542748,2012
12464178,2016
6088969,2015
6672964,2002
12337795,2000
6165147,2024
3488307,2014
8703532,2010
13332171,2012
6571170,2022
11169221,2003
9248530,2007
14617048,2024
9738771,2018
13466111,2017
3623243,2022
3448591,2012
4187176,2002
5423167,2002
9338924,2002
9710106,2010
11655332,2004
12801720,2011
7532379,unknown
11335682,2011
10442276,2007
4598429,2014
5670908,2000
12678482,2005
10428431,2006
8238102,2010
7247569,2000
11800782,2006
13640585,2013
4856054,2001
8666722,2011
10339109,2000
6574747,2003
12188721,2001
10459435,2024
6034713,2023
3608384,2003
11087166,2011
8690788,2006
5731056,2007
12885207,2024
8273855,2004
8904690,2012
11770656,2019
7714069,2023
13543310,2002
10379666,2012
14624119,2001
5618466,2018
13197022,2005
11288463,2023
8945225,2002
13282363,2012
8518740,2017
13206689,2007
6693135,2010
7802415,2012
9629135,2009
13019790,2020
13777639,2012
6279776,2023
10719776,2011
6005242,2003
8697747,2021
11151496,2021
4668293,2016
8583281,2004
9695287,2017
4249036,2001
9513452,2023
12594481,2017
4345736,2000
6483092,2023
4473659,2010
7926108,2004
6982863,2011
4345893,2015
7538538,2017
6847509,2014
4114890,2023
12616622,2010
7693305,2012
12992974,2001
10199111,2024
4466237,2000
5703956,2002
8596116,2023
12312156,2024
3464917,2012
6943530,2000
13429422,2018
5533810,2024
8953440,2017
3384646,2020
13453210,2012
7044569,2001
10406230,2014
10277168,2005
4133890,2017
12424550,2009
10080888,2020
9105886,2021
5243423,2010
10048505,2024
13998275,2007
12943070,2023
11979381,2023
11040723,2011
3842370,2023
6362637,2000
13011825,2007
13487390,2016
7248468,2007
9512768,2002
5250555,2016
10315832,2008
10877755,2019
5362591,2018
13332480,2013
5553628,2010
10274214,2008
6560605,2001
13655234,2019
7713589,2018
4012683,2015
6755787,2023
6553536,2021
4132350,2001
8604006,2008
3398883,2018
10547100,2005
13481586,2024
3497700,2000
7398122,2010
7041828,2005
14491006,2012
11039487,2013
12704075,2024
4615674,2024
3359758,2013
8217322,2001
6265021,2005
9813436,2001
13330838,2022
4386610,2019
5644403,2008
12851424,2007
3987110,2021
8044968,2003
8562316,
8659623,2024
12233350,2021
11980519,2002
5263568,2003
15388455,2007
13882876,2019
5053649,2019
14635088,2024
7589405,2018
7164160,2009
12734143,2017
13099951,2022
13302023,2000
5129878,2002
9296589,2018
9852391,2006
10354861,2009
12745626,2006
6289284,2024
14670025,2001
13994062,2021
13639354,2022
13574621,2017
10268595,2000
11553301,2002
13209475,2020
12662374,2009
7648943,2002
7741370,2001
11326260,2014
3626630,2013
9198200,2014
9591709,2009
4016492,2010
6804756,2021
13983387,2023
3643647,2019
8027925,2001
13662722,2004
11220570,2009
13603610,2007
9229042,2024
14052094,2008
11408502,2013
5880697,2019
6398223,2002
3911374,2000
13344165,2015
8079550,2015
7263071,2009
8417999,2013
14446737,2018
8341641,2024
14671878,2015
4959805,2020
14507311,2010
7064392,2020
11935531,2014
3982516,2001
9173771,2004
3752354,2018
7555779,2008
13031392,2010
3949111,2011
10281943,2012
13235342,2001
14207354,2000
9880301,2020
8229187,2010
10890381,2007
5562881,2016
13540799,2011
4513956,2008
4560698,2022
3765635,2024
7305771,2022
8712910,2019
10504315,2023
8547559,2011
14113689,2022
10256907,2005
6981444,2015
9237026,2002
10013264,2016
11603437,2010
11125381,2002
6322625,
13358236,2013
6059555,2006
7294871,2007
10936180,2016
12435617,2009
17681347,2007
13865787,2020
13004480,2019
12051932,2014
9216367,2021
6189165,2005
10139093,2018
5269632,2007
5890359,2009
7431769,2004
9900132,2001
8330040,2002
6715454,2008
11308198,2023
10240419,2015
5318423,2001
6482468,2007
3703844,2014
12190371,2015
10204816,2016
10951046,2000
13211480,2002
6236597,2004
9838357,2010
8397271,2024
9929363,2019
8532160,2007
4127406,2014
8794321,2006
4001782,2002
5787890,2012
12510943,2024
7391969,2005
6788700,2003
10849408,2019
6913926,2004
3963117,2001
9974766,2004
7430753,2007
8351894,
5506773,2015
4267724,2010
7301151,2010
8119004,2003
11529632,2019
13826704,2011
3699315,2023
7816956,2018
8610701,2002
11711421,2000
11089954,2005
8012061,2001
5260772,2019
8362270,2024
13711110,2009
5182892,2011
3595702,2009
13811360,2015
5954934,2006
10230450,2019
8068999,2019
13625868,2001
13952353,2013
12118049,2016
3904029,2007
9848849,2022
8784732,2024
5354538,2004
6184738,2019
5844676,2021
8733971,2010
9353632,2002
10749652,2011
10095467,2014
13408460,2010
4388715,2018
14322669,2010
9650764,2019
13080260,2015
10655518,2007
3729513,2007
12491006,2022
4915452,2000
4707324,2000
7880622,2000
9413662,2005
5179361,2000
7842202,2008
12711385,2009
4084483,2014
7959634,2008
8043912,2012
4964679,2013
5655303,2014
11560191,2003
3961745,2011
10336471,2012
5696683,2006
6361849,2014
8012209,2020
5685954,2001
11976717,2020
3905860,2005
8405395,2004
10193691,2000
8850620,2009
7990169,2018
9845778,2007
9824197,2014
6781950,2001
6338589,2012
10590699,2024
14668787,2003
11693271,2002
7780167,2023
10959158,2000
11155820,2024
3639829,2015
6509054,2009
3474226,2005
11952670,
9872397,2016
5269200,2003
7097785,2022
11247217,2019
8694367,2024
7502494,2022
8561669,2011
11481631,2024
12733526,2024
6576091,2017
8119589,2001
14147684,2010
9512240,2008
10724055,2005
5147839,2005
14108515,2004
7397555,2002
6159060,2004
11836894,2011
4949582,2020
8954599,2009
6531998,2009
4588871,2016
7927225,2003
4969743,2014
9010390,2017
9615187,2017
10385117,2016
14481739,2016
9431856,2018
10969382,2013
14634538,2024
9358112,2015
3793516,2024
3983663,2021
12765252,2021
4378058,2011
9723657,2010
4516863,2014
4086434,2018
4640794,2020
6920750,2020
10248760,2024
6022968,2006
13769622,2001
8746781,2013
7350733,2015
6283099,2005
13221213,2006
12536060,2015
10831424,2024
8115053,2021
6392398,2011
5707068,2006
13448256,2004
5972407,2024
6470052,2002
12587027,2011
14638494,2017
11411301,2013
12603348,2020
8287456,2018
4350145,2003
6149804,2012
11481324,2010
14020768,2005
9722820,2017
5244981,2008
8948179,2005
9382695,2001
10850950,2007
8953184,2016
10005023,2001
5762421,2008
8355047,2017
5028345,2011
9770558,2002
3733536,2007
10674333,2020
12711792,2012
14599197,2022
7235518,2023
8234724,2006
5274690,2021
7987210,2012
14490205,2006
8301858,2018
7777065,2022
7774983,2008
7576074,2011
9461964,2002
5647356,2018
6220252,2015
14648150,2023
12771391,2010
6024603,2020
5842557,2022
14255051,2000
10215552,2015
3463223,2005
12849460,2015
53872874,2019
12368394,2007
14249242,2001
13847322,2013
12898308,2001
5419949,2003
9042011,2017
8233471,2011
7965088,2011
14076086,2001
6267516,2004
4956257,2000
5725491,2017
4105902,2003
4723750,2004
13427146,2012
7578725,2024
14416405,2001
13969399,2010
7235892,2009
5997549,2013
6312752,2017
14086345,2020
8339614,2011
4966803,2018
3973180,2021
13046724,2006
6741421,2020
11201493,2000
6538531,2014
6942696,2001
13175865,2016
8002836,2023
4385247,2008
5380911,2007
10168794,2008
3915048,2006
13072391,2011
8745125,2004
11692030,2002
3571918,2015
3703938,2021
13075189,2000
6355252,2014
10114759,2013
6859667,2010
13693862,2010
5521475,2007
13027198,2018
5072288,2011
9062627,2011
8121773,2013
11728234,2019
6811037,2011
8177070,2009
14458252,2013
11086729,2000
4164721,2012
11898698,2009
5174272,2012
5493449,2024
14409522,2000
12829653,2006
11143930,2011
8044715,2009
11935546,2013
14555109,2015
8735316,2014
5457271,2008
7512794,2001
12862135,2001
