omset,tahun_berdiri,kapasitas_produksi_mod
20550660,2007,1826
22027627,2022,3244
19367648,2004,1784
22373588,2002,1635
19369548,2021,1768
20229435,2009,1851
22101669,2024,2109
19949313,2024,2080
21666241,2021,1610
18825088,2022,2315
19587902,2006,1896
21707438,2004,2287
20678657,2013,1681
19345883,2010,2236
22392413,2007,1974
43522711,2002,4263
20731613,2005,1574
22040472,2016,1656
21888873,2011,2291
17993224,2003,1511
20568040,2023,1589
18486748,2010,1488
22715231,2010,2381
22681960,2015,1853
20724498,2018,1873
19844549,2003,1839
19235066,2012,1108
18910791,2003,1239
21779814,2018,2145
22003924,2017,1753
20816285,2017,2316
22902669,2022,2508
22978554,2000,2417
19997766,2002,2500
22044861,2005,2010
19802724,2009,2060
21606145,2010,1778
20083767,2018,2738
21203878,2000,2706
19104067,2012,1767
21577870,2002,2144
18295346,2012,2143
19998202,2019,1795
22489932,2000,1826
21151561,2019,2284
20944681,2008,1967
22792073,2009,2185
21805370,2001,1699
20776651,2018,1288
19678277,2020,1901
21245561,2014,2306
19173472,2005,1691
18887903,2004,2236
21305038,2023,1707
19408424,2004,1423
22620424,2020,2070
21235830,2000,1934
18273161,2021,1943
20329309,2022,1598
19652809,2020,2299
20034964,2018,2557
20858944,2010,1915
19771844,2012,2271
21898703,2006,1622
22849964,2023,2545
19888567,2013,2211
20719323,2024,2234
18311762,2014,1683
19620730,2022,768
18964959,2018,1529
9629068,2004,731
9353770,2022,632
9554756,2021,886
8995180,2021,719
9725722,2002,695
9846586,2010,654
8632185,2020,626
9205284,2023,1064
9142069,2024,681
8925364,2012,693
9494405,2017,755
8526935,2017,831
9197888,2015,922
8332964,2018,136
9709269,2006,1097
9239421,2009,1134
9351778,2001,616
9935006,2003,680
9868483,2023,790
8341364,2019,594
9199829,2014,873
8293653,2000,352
9876354,2003,643
8625853,2022,1085
9636236,2024,665
8741172,2012,1038
8248253,2007,807
9406722,2021,458
9156964,2005,956
8006777,2024,690
8117686,2007,634
8037664,2000,764
9410398,2001,948
8247815,2023,876
8229496,2002,968
9909964,2001,983
9430815,2009,553
9240919,2004,729
9265123,2013,1457
8522278,2016,908
9411289,2000,1354
8495302,2014,1041
8451117,2021,804
8186384,2003,790
8567849,2023,759
9424055,2018,474
9104583,2009,821
8568649,2002,1012
9047966,2007,686
9943493,2017,988
8650911,2001,948
9460720,2006,655
9042316,2009,717
8156409,2019,526
9433026,2019,672
8707103,2006,516
9461221,2024,657
9004676,2013,1104
8814673,2009,601
9765944,2013,907
9898182,2000,781
9444709,2008,1102
8137801,2023,984
9341235,2018,1024
9114662,2005,882
8579730,2020,720
8014193,2021,481
9858389,2018,1317
9051000,2014,653
8300145,2002,873
9886482,2020,1125
8973010,2003,689
9740818,2014,1104
8968401,2018,963
8439066,2012,1102
9337820,2017,739
8429040,2009,494
9064698,2016,707
9688914,2023,918
9427321,2018,860
9408312,2019,761
8023886,2000,341
8759868,2005,881
9800562,2010,1316
9269554,2021,931
8839153,2019,918
9646893,2001,993
8590339,2007,849
21114026,2016,2302
20041486,2019,1994
21169765,2024,1842
18151205,,1408
20215736,unknown,1779
20765934,2018,2036
22669604,2003,1976
20965342,2000,2056
21875782,2010,2194
20779225,2012,2229
20519191,2024,2366
18044253,2011,1689
20643085,2007,1429
18995489,2023,1634
20573768,2019,1919
21738311,2014,1311
21815203,2019,2552
20885895,2000,1985
20438186,2023,2029
18482182,2009,2166
22038381,2024,1798
18697973,2023,1921
19977625,2022,1807
19965392,2001,1779
20566832,2008,1619
18580558,2009,2279
20427762,2002,1752
21214365,2005,2225
18250706,2000,1055
22329722,2012,2529
20512110,2005,2281
20730252,2008,1953
21612462,2000,1914
18826388,2012,1874
18976152,2004,2540
19521807,2020,1182
18292291,2010,1949
22939490,2004,1763
18311561,2012,1682
21445095,2022,1891
21783212,2001,1853
19396025,2000,1787
19267775,2020,1384
20582898,2004,2280
21078485,2007,1281
19791463,2018,2020
18073297,2020,1557
18710910,2004,1327
22440607,2003,2158
19037259,2019,1219
18360121,2001,1706
18586980,2001,1232
20403220,2003,2054
20391436,2022,1549
21158576,2014,1789
19756572,2002,1929
22570951,2011,1787
18356317,2021,1673
22220406,2004,1470
20046894,2001,2079
18210927,2013,2269
18984158,2021,2714
22848723,2022,2154
20596998,2018,2194
19487857,2023,1174
21352501,2019,2542
18324042,2018,1950
19299632,2002,1613
21912530,2019,2505
22613966,2001,1995
19289614,2011,1621
18119766,2001,1828
21641756,2004,1599
20415634,2014,2259
19152257,2006,1402
18747869,2012,1371
19876875,2014,1512
18709880,2020,1985
18224425,2024,1474
19882754,2017,1356
22522993,2023,1849
22478784,2023,2070
19547199,2006,1389
18590753,2009,1324
21739476,2003,2820
19644859,2006,1510
22529253,2021,1961
18110426,2022,1547
21824152,2004,1859
18482230,2002,1914
21296894,2023,2327
20833237,2022,1814
22144754,2007,1572
18390115,2018,2125
22178143,2019,2017
21067400,2016,2595
19381143,2015,1003
20569620,2005,1974
22191595,2012,2801
22546175,2006,1950
21219104,2023,1879
22784184,2024,2229
18898523,2024,1552
19134085,2017,1658
19563197,2021,1688
20494444,2007,1666
22981868,2010,2621
21203397,2008,2135
21098924,2003,2046
20671263,2023,2209
20955227,2011,1840
18711642,2006,1462
19345659,2008,1576
18935465,2008,1748
22291112,2016,1652
19991844,2011,1668
18221805,2006,1507
22386556,2015,2905
20774349,2022,898
19197912,2015,1710
22815385,2003,2799
22911657,2017,2172
21847243,2001,2312
22595611,2020,2133
20929026,2000,1688
19334029,2021,1002
20701427,2012,1990
22763868,2013,1802
22260359,2023,1751
21492738,2013,1800
22967928,2014,2825
22295891,2013,3003
19919878,2018,1918
20335482,2023,1711
21985832,2022,1582
21640447,2022,2182
21890675,2021,2712
21315138,2004,1879
21659260,2018,1099
19941652,2023,2082
19546212,2009,2152
20470250,2005,1314
20722725,2002,1982
21540821,2018,2165
21831251,2021,1993
20483141,2006,1605
18260813,2012,2024
18620177,2004,1580
21888692,2019,1456
21491993,2016,1213
18468104,2022,2129
19266456,2019,1994
18896223,2021,1774
22950212,2003,1952
19705038,2018,1633
21700051,2003,1598
19172954,2022,1620
20268913,2010,1106
22721287,2000,1815
21396567,2002,1863
22659119,2015,2340
21698560,2018,1994
21140411,2006,2253
19040753,2015,2223
21001768,2014,2337
21152015,2004,2133
22945136,2016,2132
22324513,2011,1685
21058409,2009,2224
19042549,2003,2338
21057460,2005,2076
21192821,2004,2679
21035711,2008,1378
19803914,2010,1419
18988239,2006,2047
22191868,2008,2158
22095588,2024,2555
22331045,2021,2063
22037554,2004,1706
18062929,2024,1594
21353914,2000,1399
20144402,2014,1455
18481496,2016,2033
19820573,2021,2142
21639967,2009,2142
22532607,2015,1412
8395137,2023,678
22827068,2002,1629
18045726,2013,2054
20436947,2009,1677
19501132,2007,1419
18982511,2016,1762
20515338,2023,1663
18136208,2010,2166
21378491,2016,1701
21678815,2000,1473
21218582,2018,1156
21310267,2011,1961
21639357,2022,1789
20785372,2005,1395
20546830,2005,2335
20038036,2016,2091
18259641,2016,1674
20232447,2012,2364
22637624,2009,2359
19975015,2018,1551
20635927,2017,1527
18157060,2000,1946
21089346,2001,2099
18332098,2011,1747
20215034,2024,1563
21075876,2022,2177
18525235,2010,1453
18142820,2004,1638
18308660,2008,2173
20166597,2015,1625
22620045,2010,1476
20311973,2003,1496
20678452,2008,2278
18666441,2017,1809
21011386,2017,1896
22703453,2024,1903
21415570,2005,2165
20229493,2005,1563
18775586,2003,1837
20980816,2010,1669
22019149,2005,1693
19623782,2008,1587
19549582,2012,1673
22815808,2017,2095
19578879,2014,1891
19619001,2017,509
22705244,2000,1785
21529869,2023,1844
20208359,2022,2412
21762383,2004,1602
12158670,2021,1147
21901899,2017,2603
18825476,2015,1287
19895322,2023,1979
21031335,2014,1647
19283647,2015,1604
20496525,2005,1602
19795298,2020,1568
21415162,2024,3010
20943811,2015,2251
21505766,2000,2408
19043760,2010,1928
22946307,2000,1487
20314888,2000,2021
19054471,2009,2129
21756345,2005,1688
22567233,2008,2471
21514215,2012,2258
21261482,2023,2663
20343600,2005,1729
21875956,2008,1604
22168461,2000,1913
19912946,2014,2353
59551085,2005,3952
18691259,2003,1020
19738732,2007,1855
19964133,2017,1686
21820699,2006,2023
20825988,2009,2276
22360769,2017,1856
22865842,2003,1375
18120957,2008,2351
18045890,2010,1332
15777033,2007,1130
27123671,2024,3025
13602677,2017,1138
13636918,2014,1229
5419943,2004,546
10988468,2003,1251
16388327,2010,1403
14708977,2007,1783
7298739,2001,249
13292229,2002,1416
1940394,2019,50
28836373,2006,3341
22666518,2017,2157
5881545,2011,400
10474089,2023,1098
28102964,2021,3034
14136926,2006,1472
6143834,2003,362
12105793,2000,979
8304150,2015,740
12168835,2001,1097
14686801,2005,1560
31412126,2000,1893
8150110,2006,793
26239499,2007,2310
19611788,2007,1515
22486319,2001,1792
10781634,2010,926
9655950,2012,85
21131651,2019,1693
16824919,2008,1271
14602291,2005,1489
13014872,2022,975
9186623,2020,779
12628276,2015,1549
7129252,2024,812
30011026,2003,3242
1735146,2022,65
25270960,2023,2581
16057175,2021,1404
5386080,2000,434
19982263,2021,1993
6421155,2006,459
14483759,2015,1749
29231997,2003,2644
9620111,2013,1000
14170061,2013,1703
9210827,2014,1045
22290477,2016,1516
6506482,2006,649
5209136,2002,582
28382646,2021,3063
1169352,2021,50
8183070,2002,600
20762926,2017,2287
16078201,2020,1245
7450514,2002,604
21278503,2018,2561
12389002,2023,1116
24524800,2003,1971
9678596,2020,680
19390550,2015,1907
22743995,2023,1580
8417723,2016,702
29921754,2006,2952
10660628,2004,1265
22689276,2014,2366
10270636,2014,766
14665399,2001,1680
16255924,2017,1402
5216921,2023,255
5071844,2009,409
11735773,2019,1420
14590956,2013,1383
8753414,2001,786
20271585,2009,2467
2627297,2007,50
7855229,2011,450
6560728,2014,292
7395742,2021,725
23067150,2008,2205
6655194,2020,858
14151246,2016,1362
13704557,2002,1142
19000179,2004,1754
21690866,2009,2053
25231619,2004,1625
6626381,2022,1061
2472616,2004,252
8699709,2008,822
12954416,2023,1343
9986983,2004,1058
14999489,2021,1334
23674297,2022,1938
17736488,2022,1830
33070924,2013,3292
29710481,2008,2370
7266290,2018,906
15152931,,1475
14668878,2022,1552
8142694,2005,1000
18049163,2003,1671
8979194,2003,871
17160878,2014,1839
9533100,2004,701
13776554,2012,1274
9296858,2012,862
9474259,2018,646
20231328,2004,2708
31844608,2013,2238
3579441,2014,119
12668931,2017,1494
3025704,2007,333
11394878,2016,786
8294850,2017,861
4864640,2007,640
14163133,2013,1287
9007400,2004,1351
3116437,2017,50
20831900,2006,2183
30101089,2017,3383
13928384,2018,1519
18144030,2018,1604
14213651,2015,1219
16258425,2014,1631
13758802,2023,1481
10325165,2010,1069
9494764,2001,1078
9679623,2006,649
9687461,2024,822
13335491,2020,966
8241223,2000,659
7401339,2004,846
23314147,2014,2205
11817228,2018,1718
17924966,2006,1716
2331196,2016,183
26141608,2006,2476
26268164,2023,2158
1606610,2018,101
8267888,2014,962
13104268,2024,1226
7736777,2023,535
34102073,2024,2674
9835005,2014,787
11059674,2016,1019
16421336,2023,1879
5556566,2024,264
5188782,2013,396
13836908,2002,1304
11014790,2021,565
9115136,2019,643
5270182,2003,347
18689514,2021,1453
6553632,2004,609
24982514,2007,2251
8253267,2006,626
14049506,2014,1404
8820710,2011,1146
4686800,2013,645
13801522,2011,734
13112925,2014,1349
28110043,2014,2532
7814128,2007,725
10796351,2018,884
16835954,2011,1586
22903353,2010,2183
19183186,2020,1570
6920096,unknown,448
18880248,2017,1588
4658976,2004,431
29541910,2021,3044
12803015,2006,1389
14463197,2020,1184
25493318,2024,2491
12761390,2020,1413
17850671,2017,2028
33199706,2007,3066
31274087,2012,2802
9759784,2014,921
25815971,2022,1895
6803987,2023,565
1710674,2023,199
28005052,2004,2906
15253146,2014,1319
14093548,2001,1350
3494021,2004,176
30088079,2002,3152
8527190,2024,747
2954557,2020,200
2889431,2022,183
32776422,2003,3024
8902495,2005,705
12706978,2014,1329
28619060,2003,2476
29976369,2021,3580
15103728,2003,1812
12328743,2001,896
27265747,2024,2568
17446178,2014,1396
24138250,2015,2104
9094956,2013,1237
6705362,2007,535
7183591,2019,701
6025900,2021,617
29508504,2021,2260
24119217,2018,1883
7563008,2020,443
12066360,2019,875
10064610,2012,271
6526242,2022,668
12774102,2004,1699
8907924,2021,829
10992436,2017,661
15600278,2015,1240
23754341,2013,2015
8382242,2004,545
14087110,2024,1528
11675713,2023,1259
8470514,2014,524
9974201,2018,1060
7054690,2003,901
5512362,2019,784
27783145,2006,3915
11186591,2022,799
5069770,2023,874
11612492,2016,968
9891072,2011,760
22208044,2018,2184
14453182,2014,1158
26614317,2008,2653
6398933,2003,332
11175800,2021,956
26189201,2004,3003
12202743,2002,1096
4362326,2024,389
11843163,2001,1194
12085553,2014,1393
3657289,2020,76
18239859,2011,1877
14153364,2014,1220
15426626,2016,1465
7234249,2012,836
15736322,2009,1086
12025378,2001,840
19054647,2020,1090
7245478,2008,539
17444845,2012,2037
13502056,2024,1201
23719172,2017,1652
23370091,2006,1971
20665948,2024,1364
23876656,2023,1752
15378003,2021,1526
10249692,2014,660
13342127,2022,1516
24311040,2015,2226
31901347,2004,3019
9160555,2011,764
11025332,2004,1181
12661745,2022,1356
7088588,2017,687
22604466,2011,2317
11138478,2009,959
9149644,2018,936
14513408,2011,1233
9270708,2007,833
12766598,2000,1092
7553990,2013,584
9724619,2009,725
13717965,2001,1381
4993282,2020,630
24409140,2024,2755
2407228,2016,50
10875729,2017,1287
5310388,2009,407
8629265,2021,894
14049687,2002,1033
14285218,2008,1347
23273972,2018,2284
23592069,2019,1583
10215471,2008,1059
11122072,2010,1328
3030157,2010,220
24118903,2006,2802
2658617,2011,184
23321418,2020,2505
27496282,2023,1536
24202531,2005,3251
24475071,2021,2899
27617192,2003,2437
26027358,2004,1550
26250125,2005,2567
26601719,2019,1826
28226459,2000,2836
25120487,2005,2509
27880587,2018,2156
28714926,2015,3208
28155480,2002,2998
25492169,2015,2791
28257681,2022,2634
27403555,2023,1899
27700103,2015,3030
24508029,2012,2161
24554829,2011,1695
28250851,2022,3265
28580882,2016,3658
27915064,2007,2578
27917758,2001,3604
27485773,2006,2599
27554404,2018,2388
27705387,2021,2285
28224735,2003,3397
27607610,2012,2208
24054971,2005,2536
27524142,2021,2303
27410093,2012,2338
27836916,2018,3069
28283221,2000,2453
26162038,2009,2252
27786204,2018,3111
27148360,2019,3253
28649214,2004,2974
26964979,2002,2211
24191237,2015,2033
28969797,2017,2735
27848917,2022,2740
28850108,2007,2213
25732430,2007,2706
26673204,2020,2518
28691754,2009,1853
25840700,2012,1994
25457801,2011,2146
28613055,2011,2629
24453031,2004,3061
26410030,2007,2561
28673460,2023,2268
25376391,2011,2452
26897103,2022,2342
27067229,2014,2665
27081808,2018,2782
24830009,2003,2818
25360875,2023,2345
28270801,2017,3403
27148996,2018,2939
28863090,2014,2348
28726337,2021,3729
13925884,2001,1363
16188679,2002,1231
14425001,2010,1788
8720650,2012,1207
32352036,2010,3000
9961802,2014,786
9110174,2008,781
27236585,2002,2860
14147025,2006,1651
15495776,2014,1591
7236761,2021,659
26010087,2017,3076
29278173,2001,2575
5137655,2001,603
11321740,2009,958
23012805,2015,2305
14562979,2001,1301
9038819,2007,799
9358048,2007,760
6657284,2019,823
14237568,2018,1097
20367834,2007,1614
28198365,2008,3621
16086072,2018,1776
14393276,2015,644
11653134,2005,920
18025384,,1060
25740511,2002,1976
7324244,2008,65
10896971,2008,954
31447860,2013,2344
12084822,2013,1114
5751734,2010,232
9287968,2009,852
11055665,2008,903
20909610,2012,2491
11700712,2020,1409
4982991,2022,548
12082494,2004,1017
11606213,2017,1539
28214406,2001,1895
26449139,2021,1832
6345379,2011,541
8586689,2023,1226
16534941,2007,1457
9299675,2007,796
12366739,2016,759
9342096,2017,1041
14865917,2012,1637
5656267,2020,620
10027470,2014,764
5160311,2009,333
7857240,2011,449
14963734,2005,1396
29388344,2008,2211
11916904,2016,791
11125245,2001,907
8840502,2010,691
22643744,2021,1886
14083368,2008,1418
14479469,2005,1348
9327158,2001,777
6958467,2018,647
22963112,2019,1733
20981956,2014,1980
35394179,2007,3391
18719716,2024,1214
9634493,2002,1084
2776963,2013,109
20543071,2013,1933
13877325,2021,1589
3396634,2009,400
28523417,2019,2671
6901502,2022,543
28980923,2006,3154
11823600,2017,1241
14894256,2008,1186
16572731,2006,1276
8779023,2005,360
19398492,2024,1845
17965078,2017,1628
8906596,2022,1034
25178630,2011,2492
12596021,2019,1491
10157024,2008,760
13677160,2004,1560
17561786,2016,1445
7972505,2024,861
24013795,2003,1625
32098611,,3116
23413950,2022,1368
8895382,2003,742
8358107,2012,834
15823533,2004,1296
22233053,2004,1651
11310134,2013,1229
28461419,2000,2600
8926326,2015,698
14329298,2005,1323
14657222,2023,2096
25080488,2023,2822
5061382,2015,615
12161722,2023,1216
23286857,2012,2226
26023357,2015,1363
4018282,2001,240
3865220,2008,254
17261402,2012,987
22337922,2008,1618
13417361,2003,692
5176763,2024,439
14793853,2002,1591
22162244,2003,2482
6924215,2012,686
10975217,2017,767
34503428,2022,2147
9857218,2007,501
29911867,2005,2160
12045634,2015,873
15546703,2011,1379
20060117,2012,1489
6740250,2011,654
12767262,2020,1103
2029245,2004,149
3372487,2018,425
7897261,2011,474
22401751,2020,2239
13286171,2011,1209
10750308,2000,895
10894234,2010,1194
23684323,2018,2556
22428808,2009,1707
7252296,2018,608
13227784,2014,1282
6089028,2016,485
19531803,2021,2010
20646865,2022,2013
22358293,2011,2787
13946052,2008,853
6830485,2005,580
9245131,2004,638
14031317,2002,1451
12124820,2010,696
1115903,2020,96
9504987,2014,719
9663821,2007,710
49416308,2010,3535
14389563,2021,1186
28469836,2014,3163
54344383,2022,5078
8889614,2001,927
9375989,2002,1199
11355409,2009,1094
23361198,2023,1940
2973135,2001,296
23998058,2021,2002
8332487,2003,643
7541982,2013,382
17746842,2023,1939
15514303,2010,1309
25127742,2000,2411
8265951,2018,532
31990740,2019,3210
2067508,2015,64
8320282,2022,714
22819888,2020,2463
10463671,2017,1126
16268659,2008,1488
8746246,2000,420
18735017,2001,2750
24530697,2016,3010
4726259,2017,512
6120630,2013,407
9978036,2010,874
23794095,2016,1984
10711451,2015,1262
17095500,2007,1657
28563417,2009,2286
22935101,2022,1938
24676904,2000,2764
10074781,,1266
5426180,2015,714
21785278,2014,2307
5667719,2014,450
6336154,2023,50
7728827,2015,744
16253524,2004,1493
8099207,2024,749
28575183,2018,2685
19703396,2011,1350
16634348,2003,1704
28796136,2003,2983
12441582,2000,1307
1045008,2002,149
9971052,2019,1033
5563348,2003,415
14962340,2012,1351
11653753,2018,1081
2443237,2023,199
2625896,2005,326
1324220,2015,148
14678478,2010,1939
10937685,2019,1509
7004876,2001,633
1765248,2013,50
31524818,2007,3576
12345933,2014,986
1840167,2009,50
8901297,2013,715
6822409,2011,521
10587960,2018,1098
10237569,2013,572
4347910,2001,210
10366089,2000,1014
7859306,2022,820
14448753,2000,1504
18482493,2011,1439
7413531,2012,474
12798835,2014,1035
13759671,2001,1323
9483452,2022,1173
6606933,2002,220
13430150,2004,1167
25229439,2015,1770
13404772,2014,780
34556012,2019,3764
12688565,2019,1297
7375012,2015,737
35189585,2019,3806
1281086,2016,50
3155502,2004,198
9885316,2024,1374
25133642,2019,2228
27877338,2004,2936
6160820,2002,539
16503803,2024,943
16927715,2001,910
11563951,2017,909
12434764,2000,1402
1005531,2001,129
6240129,2009,702
9234502,2017,620
28267167,2012,3392
23288910,2021,1770
19258262,2006,1852
4665542,2001,395
3733401,2010,285
9159450,2022,1105
13323266,2014,1028
7141343,2004,383
5902971,2016,517
14470105,2003,1212
14411602,2014,2273
5486014,2024,583
14219898,2007,1187
8768806,2012,568
8950542,2001,411
3359317,2003,138
8324930,2011,766
10602616,2011,1288
3801600,2021,470
11329226,,1083
11542748,2012,969
12464178,2016,1204
6088969,2015,444
6672964,2002,891
12337795,2000,1075
6165147,2024,524
3488307,2014,50
8703532,2010,739
13332171,2012,1441
6571170,2022,390
11169221,2003,833
9248530,2007,999
14617048,2024,917
9738771,2018,1109
13466111,2017,1086
3623243,2022,245
3448591,2012,132
4187176,2002,406
5423167,2002,863
9338924,2002,1006
9710106,2010,685
11655332,2004,1337
12801720,2011,1084
7532379,unknown,928
11335682,2011,1222
10442276,2007,271
4598429,2014,241
5670908,2000,646
12678482,2005,1194
10428431,2006,709
8238102,2010,609
7247569,2000,289
11800782,2006,1050
13640585,2013,1847
4856054,2001,538
8666722,2011,1223
10339109,2000,1134
6574747,2003,758
12188721,2001,1607
10459435,2024,1031
6034713,2023,495
3608384,2003,437
11087166,2011,1349
8690788,2006,680
5731056,2007,379
12885207,2024,1211
8273855,2004,904
8904690,2012,964
11770656,2019,718
7714069,2023,1051
13543310,2002,1064
10379666,2012,877
14624119,2001,1082
5618466,2018,926
13197022,2005,1269
11288463,2023,819
8945225,2002,982
13282363,2012,1418
8518740,2017,724
13206689,2007,1429
6693135,2010,442
7802415,2012,599
9629135,2009,430
13019790,2020,839
13777639,2012,1754
6279776,2023,832
10719776,2011,985
6005242,2003,803
8697747,2021,746
11151496,2021,953
4668293,2016,406
8583281,2004,742
9695287,2017,826
4249036,2001,522
9513452,2023,888
12594481,2017,1331
4345736,2000,517
6483092,2023,637
4473659,2010,236
7926108,2004,443
6982863,2011,643
4345893,2015,342
7538538,2017,685
6847509,2014,600
4114890,2023,713
12616622,2010,806
7693305,2012,303
12992974,2001,1272
10199111,2024,836
4466237,2000,425
5703956,2002,591
8596116,2023,1030
12312156,2024,738
3464917,2012,209
6943530,2000,690
13429422,2018,1434
5533810,2024,834
8953440,2017,1002
3384646,2020,268
13453210,2012,989
7044569,2001,519
10406230,2014,805
10277168,2005,1076
4133890,2017,383
12424550,2009,793
10080888,2020,812
9105886,2021,1002
5243423,2010,507
10048505,2024,1033
13998275,2007,1386
12943070,2023,1607
11979381,2023,1148
11040723,2011,909
3842370,2023,192
6362637,2000,601
13011825,2007,544
13487390,2016,1182
7248468,2007,603
9512768,2002,561
5250555,2016,306
10315832,2008,1115
10877755,2019,1039
5362591,2018,479
13332480,2013,1299
5553628,2010,496
10274214,2008,1209
6560605,2001,598
13655234,2019,851
7713589,2018,997
4012683,2015,387
6755787,2023,490
6553536,2021,356
4132350,2001,403
8604006,2008,746
3398883,2018,486
10547100,2005,874
13481586,2024,1005
3497700,2000,406
7398122,2010,829
7041828,2005,652
14491006,2012,1519
11039487,2013,991
12704075,2024,1218
4615674,2024,566
3359758,2013,356
8217322,2001,699
6265021,2005,780
9813436,2001,364
13330838,2022,1766
4386610,2019,121
5644403,2008,387
12851424,2007,1161
3987110,2021,312
8044968,2003,914
8562316,,551
8659623,2024,828
12233350,2021,967
11980519,2002,1163
5263568,2003,443
15388455,2007,1439
13882876,2019,1118
5053649,2019,354
14635088,2024,1422
7589405,2018,853
7164160,2009,523
12734143,2017,935
13099951,2022,1357
13302023,2000,1206
5129878,2002,571
9296589,2018,642
9852391,2006,496
10354861,2009,814
12745626,2006,962
6289284,2024,537
14670025,2001,1162
13994062,2021,1485
13639354,2022,1168
13574621,2017,1281
10268595,2000,963
11553301,2002,1096
13209475,2020,1199
12662374,2009,1286
7648943,2002,528
7741370,2001,956
11326260,2014,970
3626630,2013,121
9198200,2014,866
9591709,2009,678
4016492,2010,429
6804756,2021,995
13983387,2023,1061
3643647,2019,345
8027925,2001,372
13662722,2004,1372
11220570,2009,806
13603610,2007,1073
9229042,2024,595
14052094,2008,1488
11408502,2013,1278
5880697,2019,516
6398223,2002,411
3911374,2000,547
13344165,2015,1017
8079550,2015,296
7263071,2009,728
8417999,2013,530
14446737,2018,1602
8341641,2024,669
14671878,2015,1517
4959805,2020,640
14507311,2010,985
7064392,2020,521
11935531,2014,1066
3982516,2001,548
9173771,2004,684
3752354,2018,229
7555779,2008,761
13031392,2010,1036
3949111,2011,350
10281943,2012,577
13235342,2001,1798
14207354,2000,923
9880301,2020,819
8229187,2010,728
10890381,2007,1435
5562881,2016,267
13540799,2011,1774
4513956,2008,494
4560698,2022,449
3765635,2024,176
7305771,2022,753
8712910,2019,632
10504315,2023,1240
8547559,2011,567
14113689,2022,1260
10256907,2005,801
6981444,2015,437
9237026,2002,987
10013264,2016,1022
11603437,2010,1349
11125381,2002,585
6322625,,737
13358236,2013,1891
6059555,2006,453
7294871,2007,998
10936180,2016,928
12435617,2009,781
17681347,2007,1529
13865787,2020,1556
13004480,2019,965
12051932,2014,946
9216367,2021,953
6189165,2005,542
10139093,2018,1046
5269632,2007,492
5890359,2009,593
7431769,2004,578
9900132,2001,943
8330040,2002,558
6715454,2008,820
11308198,2023,873
10240419,2015,1179
5318423,2001,422
6482468,2007,604
3703844,2014,238
12190371,2015,853
10204816,2016,528
10951046,2000,743
13211480,2002,1119
6236597,2004,582
9838357,2010,1109
8397271,2024,661
9929363,2019,700
8532160,2007,471
4127406,2014,414
8794321,2006,1073
4001782,2002,512
5787890,2012,620
12510943,2024,1303
7391969,2005,972
6788700,2003,657
10849408,2019,1133
6913926,2004,552
3963117,2001,139
9974766,2004,747
7430753,2007,657
8351894,,758
5506773,2015,787
4267724,2010,371
7301151,2010,865
8119004,2003,638
11529632,2019,971
13826704,2011,899
3699315,2023,204
7816956,2018,797
8610701,2002,772
11711421,2000,1295
11089954,2005,1048
8012061,2001,645
5260772,2019,793
8362270,2024,728
13711110,2009,1570
5182892,2011,383
3595702,2009,392
13811360,2015,1517
5954934,2006,554
10230450,2019,392
8068999,2019,723
13625868,2001,1579
13952353,2013,1421
12118049,2016,1214
3904029,2007,85
9848849,2022,729
8784732,2024,871
5354538,2004,527
6184738,2019,748
5844676,2021,484
8733971,2010,865
9353632,2002,844
10749652,2011,743
10095467,2014,406
13408460,2010,1340
4388715,2018,396
14322669,2010,1137
9650764,2019,516
13080260,2015,1360
10655518,2007,902
3729513,2007,385
12491006,2022,1615
4915452,2000,92
4707324,2000,296
7880622,2000,661
9413662,2005,1158
5179361,2000,189
7842202,2008,1071
12711385,2009,1194
4084483,2014,328
7959634,2008,670
8043912,2012,631
4964679,2013,587
5655303,2014,316
11560191,2003,1134
3961745,2011,276
10336471,2012,761
5696683,2006,918
6361849,2014,630
8012209,2020,833
5685954,2001,680
11976717,2020,734
3905860,2005,569
8405395,2004,247
10193691,2000,747
8850620,2009,698
7990169,2018,825
9845778,2007,935
9824197,2014,848
6781950,2001,595
6338589,2012,386
10590699,2024,613
14668787,2003,1551
11693271,2002,1232
7780167,2023,996
10959158,2000,806
11155820,2024,1176
3639829,2015,261
6509054,2009,780
3474226,2005,421
11952670,,1139
9872397,2016,815
5269200,2003,606
7097785,2022,745
11247217,2019,856
8694367,2024,506
7502494,2022,611
8561669,2011,1073
11481631,2024,1320
12733526,2024,872
6576091,2017,372
8119589,2001,975
14147684,2010,978
9512240,2008,965
10724055,2005,827
5147839,2005,695
14108515,2004,1076
7397555,2002,869
6159060,2004,570
11836894,2011,1138
4949582,2020,121
8954599,2009,344
6531998,2009,535
4588871,2016,426
7927225,2003,487
4969743,2014,258
9010390,2017,925
9615187,2017,988
10385117,2016,907
14481739,2016,1547
9431856,2018,596
10969382,2013,910
14634538,2024,1811
9358112,2015,856
3793516,2024,332
3983663,2021,657
12765252,2021,800
4378058,2011,486
9723657,2010,1239
4516863,2014,335
4086434,2018,464
4640794,2020,248
6920750,2020,486
10248760,2024,1012
6022968,2006,660
13769622,2001,1565
8746781,2013,1105
7350733,2015,638
6283099,2005,755
13221213,2006,1115
12536060,2015,1374
10831424,2024,1029
8115053,2021,811
6392398,2011,634
5707068,2006,232
13448256,2004,925
5972407,2024,538
