omset,tahun_berdiri,kapasitas_produksi
2448714,2012,50
24416743,2002,2037
12028311,2001,50
3150568,2002,441
10944520,2015,162
14026179,2013,698
18386714,2003,972
24017892,2002,50
13827762,2015,50
23465012,2017,2169
19789388,2005,1835
4887252,2015,751
7989493,2019,579
13490361,2007,1118
21529571,2001,50
17684428,2000,840
14582010,2012,842
3863684,2017,941
6598699,2020,632
7578120,2004,1138
7759591,2023,751
15481599,2000,471
10438608,2015,786
17266074,2013,1120
6928384,2023,50
9241337,2014,381
17185483,2009,1175
9790255,2023,1386
34589210,2015,190
22124432,2008,2604
6516434,2003,50
9512082,2010,50
28491886,2018,2475
11249728,2015,1266
18139332,2008,1760
11672546,2011,1184
5152164,2020,1108
13744423,2001,1140
12830725,2010,726
26464586,2018,2317
9902876,2007,1232
6286900,2010,141
2249381,2015,50
11132239,2022,358
17762447,2019,50
21957267,2008,1612
14084878,2010,50
5151609,2012,321
10758721,2016,983
26911015,2010,1103
10890072,2010,1676
4944684,2022,50
12539741,2021,1308
28059879,2017,2112
14132312,2011,50
11136709,2008,2009
1463522,2024,62
28724058,2022,965
13298071,2022,50
6269512,2019,253
6133885,2006,289
1842447,2008,124
9549500,2009,436
9084280,2024,812
27321064,2024,1192
30792670,2009,144
6186540,2014,227
20654123,2004,50
5002719,2011,437
1300035,2018,50
29751949,,2214
11220096,2023,1429
14279633,2023,240
7921758,2008,1024
14826463,2017,770
11657584,2000,1899
10646108,2013,487
17561777,2002,688
12934266,2023,959
7359416,2005,243
11515440,2015,139
13921726,2002,332
17916331,2016,1591
11860270,2004,1590
14040060,2021,50
14650294,2015,985
20826122,,1752
14716563,2012,977
23949720,2010,2424
12325852,2011,643
11141174,2009,504
13051848,2009,1212
10108590,2019,518
8895165,2015,205
9417091,2013,882
3532714,2000,50
4597864,2006,50
6888750,2008,85
28111723,2012,2950
24338967,2008,50
18021699,2021,1630
18865255,2017,1301
20627479,2014,50
20332832,2016,1597
18607394,2001,1943
18983908,2008,1465
21816504,2012,50
19809523,2020,2457
21846426,2013,822
19907569,2008,1818
21209847,2014,2013
22253383,2001,393
21975023,2001,1834
22523798,2020,1141
22047201,2004,50
18993512,2015,2231
20070474,2012,446
18146762,2009,640
20161908,2006,854
18073345,2002,1400
21150425,2023,1195
21134877,2018,2064
19604230,2022,50
18823638,2014,693
22718223,2000,1991
19910436,2009,2450
18283324,2020,730
18950141,2008,2170
19718447,2019,974
22903704,2018,707
19600553,2020,1330
21692807,2024,1340
22468664,2017,1665
20250283,2006,2375
21117482,2024,1592
21561444,2019,2549
19290061,2004,583
21588236,2020,1220
20665978,2015,450
18829870,2015,1468
22739796,2006,687
18105649,2008,1346
21503156,2007,697
22129924,2010,991
18558209,2006,1685
21397516,2007,50
19852559,2011,2768
22651074,2019,753
19538864,2020,50
22659799,2001,1855
19428732,2020,1350
20003517,2017,1787
21072275,2012,1870
21091194,2000,1510
19243717,2023,1523
19803784,2001,1352
21937390,2000,1521
20145216,2024,2590
22897311,2021,138
20714336,2008,1552
21316337,2020,1555
20544093,2006,1995
22036972,2021,1452
19378668,2018,166
20026328,2000,1654
20790539,2017,1724
21081055,2021,2639
22278966,2020,406
20943441,2022,1897
18751741,2005,2757
21647670,2002,606
19747543,2024,50
22977191,2011,986
20281199,2020,975
18368701,2010,1792
19661242,2006,944
19411283,2013,2066
21532475,2020,185
20375493,2002,83
22055197,2020,2499
21048313,2022,50
20550660,2007,1446
22027627,2022,4317
19367648,2004,1095
22373588,2002,201
19369548,2021,1304
20229435,2009,1033
22101669,2024,1714
19949313,2024,1746
21666241,2021,678
18825088,2022,2255
19587902,2006,1376
21707438,2004,1962
20678657,2013,1075
19345883,2010,1991
22392413,2007,2219
43522711,2002,3504
20731613,2005,674
22040472,2016,725
21888873,2011,1978
17993224,2003,592
20568040,2023,327
18486748,2010,879
22715231,2010,2153
22681960,2015,597
20724498,2018,1242
19844549,2003,1171
19235066,2012,50
18910791,2003,50
21779814,2018,1421
22003924,2017,390
20816285,2017,2082
22902669,2022,2287
22978554,2000,1629
19997766,2002,2563
22044861,2005,1067
19802724,2009,1364
21606145,2010,528
20083767,2018,2878
21203878,2000,2653
19104067,2012,1370
21577870,2002,1574
18295346,2012,1876
19998202,2019,801
22489932,2000,636
21151561,2019,2216
20944681,2008,1224
22792073,2009,1252
21805370,2001,547
20776651,2018,50
19678277,2020,1035
21245561,2014,2119
19173472,2005,910
18887903,2004,1890
21305038,2023,844
19408424,2004,507
22620424,2020,1414
21235830,2000,1092
18273161,2021,1691
20329309,2022,528
19652809,2020,2389
20034964,2018,2814
20858944,2010,911
19771844,2012,2268
21898703,2006,590
22849964,2023,2194
19888567,2013,2288
20719323,2024,2200
18311762,2014,877
19620730,2022,50
18964959,2018,616
9629068,2004,327
9353770,2022,241
9554756,2021,636
8995180,2021,293
9725722,2002,295
9846586,2010,50
8632185,2020,85
9205284,2023,1075
9142069,2024,327
8925364,2012,414
9494405,2017,236
8526935,2017,1171
9197888,2015,701
8332964,2018,50
9709269,2006,1147
9239421,2009,1671
9351778,2001,50
9935006,2003,50
9868483,2023,242
8341364,2019,208
9199829,2014,572
8293653,2000,50
9876354,2003,50
8625853,2022,1334
9636236,2024,50
8741172,2012,1262
8248253,2007,1063
9406722,2021,50
9156964,2005,1019
8006777,2024,313
8117686,2007,219
8037664,2000,683
9410398,2001,929
8247815,2023,859
8229496,2002,1021
9909964,2001,861
9430815,2009,50
9240919,2004,223
9265123,2013,2052
8522278,2016,778
9411289,2000,1775
8495302,2014,1330
8451117,2021,724
8186384,2003,762
8567849,2023,586
9424055,2018,50
9104583,2009,654
8568649,2002,1237
9047966,2007,381
9943493,2017,877
8650911,2001,848
9460720,2006,50
9042316,2009,197
8156409,2019,130
9433026,2019,127
8707103,2006,50
9461221,2024,88
9004676,2013,1304
8814673,2009,50
9765944,2013,562
9898182,2000,453
9444709,2008,1216
8137801,2023,1021
9341235,2018,1089
9114662,2005,655
8579730,2020,494
8014193,2021,50
9858389,2018,1675
9051000,2014,89
8300145,2002,904
9886482,2020,1114
8973010,2003,309
9740818,2014,1276
8968401,2018,766
8439066,2012,1201
9337820,2017,407
8429040,2009,50
9064698,2016,218
9688914,2023,686
9427321,2018,438
9408312,2019,255
8023886,2000,50
8759868,2005,861
9800562,2010,1613
9269554,2021,819
8839153,2019,950
9646893,2001,808
8590339,2007,1147
21114026,2016,2308
20041486,2019,1303
21169765,2024,912
18151205,,821
20215736,unknown,1376
20765934,2018,1297
22669604,2003,743
20965342,2000,1345
21875782,2010,1605
20779225,2012,2802
20519191,2024,2349
18044253,2011,1405
20643085,2007,71
18995489,2023,1123
20573768,2019,973
21738311,2014,50
21815203,2019,2474
20885895,2000,1042
20438186,2023,1457
18482182,2009,2397
22038381,2024,596
18697973,2023,1697
19977625,2022,976
19965392,2001,731
20566832,2008,666
18580558,2009,2591
20427762,2002,866
21214365,2005,1940
18250706,2000,50
22329722,2012,2578
20512110,2005,1849
20730252,2008,1504
21612462,2000,1118
18826388,2012,1604
18976152,2004,2876
19521807,2020,50
18292291,2010,1728
22939490,2004,595
18311561,2012,1100
21445095,2022,1384
21783212,2001,1270
19396025,2000,1129
19267775,2020,262
20582898,2004,2076
21078485,2007,50
19791463,2018,1936
18073297,2020,946
18710910,2004,97
22440607,2003,1551
19037259,2019,51
18360121,2001,1228
18586980,2001,112
20403220,2003,1359
20391436,2022,151
21158576,2014,785
19756572,2002,1368
22570951,2011,347
18356317,2021,1272
22220406,2004,50
20046894,2001,2005
18210927,2013,2174
18984158,2021,2959
22848723,2022,1443
20596998,2018,1641
19487857,2023,109
21352501,2019,2141
18324042,2018,1622
19299632,2002,1090
21912530,2019,2262
22613966,2001,1215
19289614,2011,674
18119766,2001,1440
21641756,2004,180
20415634,2014,2019
19152257,2006,582
18747869,2012,592
19876875,2014,163
18709880,2020,1469
18224425,2024,494
19882754,2017,213
22522993,2023,732
22478784,2023,1610
19547199,2006,419
18590753,2009,50
21739476,2003,3160
19644859,2006,242
22529253,2021,886
18110426,2022,610
21824152,2004,708
18482230,2002,1655
21296894,2023,2109
20833237,2022,766
22144754,2007,692
18390115,2018,2004
22178143,2019,935
21067400,2016,2386
19381143,2015,50
20569620,2005,1753
22191595,2012,3010
22546175,2006,1427
21219104,2023,1053
22784184,2024,1575
18898523,2024,716
19134085,2017,1052
19563197,2021,824
20494444,2007,1006
22981868,2010,2053
21203397,2008,1609
21098924,2003,1485
20671263,2023,1975
20955227,2011,880
18711642,2006,496
19345659,2008,693
18935465,2008,1270
22291112,2016,673
19991844,2011,985
18221805,2006,612
22386556,2015,3552
20774349,2022,50
19197912,2015,853
22815385,2003,2603
22911657,2017,1333
21847243,2001,1907
22595611,2020,1736
20929026,2000,934
19334029,2021,50
20701427,2012,1243
22763868,2013,788
22260359,2023,495
21492738,2013,582
22967928,2014,3041
22295891,2013,3085
19919878,2018,1492
20335482,2023,967
21985832,2022,590
21640447,2022,1411
21890675,2021,3031
21315138,2004,1469
21659260,2018,50
19941652,2023,1909
19546212,2009,2055
20470250,2005,50
20722725,2002,1564
21540821,2018,1846
21831251,2021,1361
20483141,2006,825
18260813,2012,1818
18620177,2004,565
21888692,2019,131
21491993,2016,50
18468104,2022,1976
19266456,2019,1297
18896223,2021,1125
22950212,2003,1264
19705038,2018,807
21700051,2003,50
19172954,2022,805
20268913,2010,50
22721287,2000,724
21396567,2002,962
22659119,2015,2242
21698560,2018,916
21140411,2006,2063
19040753,2015,2415
21001768,2014,2473
21152015,2004,1412
22945136,2016,1421
22324513,2011,151
21058409,2009,1870
19042549,2003,2167
21057460,2005,1805
21192821,2004,2545
21035711,2008,50
19803914,2010,309
18988239,2006,2117
22191868,2008,1686
22095588,2024,2265
22331045,2021,1125
22037554,2004,307
18062929,2024,1098
21353914,2000,180
20144402,2014,405
18481496,2016,1532
19820573,2021,2064
21639967,2009,1717
22532607,2015,277
8395137,2023,351
22827068,2002,166
18045726,2013,1874
20436947,2009,528
19501132,2007,495
18982511,2016,1309
20515338,2023,504
18136208,2010,1962
21378491,2016,360
21678815,2000,474
21218582,2018,50
21310267,2011,1140
21639357,2022,669
20785372,2005,50
20546830,2005,2348
20038036,2016,2001
18259641,2016,870
20232447,2012,2435
22637624,2009,1810
19975015,2018,907
20635927,2017,262
18157060,2000,1374
21089346,2001,1606
18332098,2011,999
20215034,2024,217
21075876,2022,1916
18525235,2010,707
18142820,2004,992
18308660,2008,2293
20166597,2015,723
22620045,2010,132
20311973,2003,462
20678452,2008,2169
18666441,2017,1113
21011386,2017,987
22703453,2024,886
21415570,2005,1649
20229493,2005,750
18775586,2003,1272
20980816,2010,417
22019149,2005,380
19623782,2008,486
19549582,2012,1052
22815808,2017,1311
19578879,2014,1510
19619001,2017,50
22705244,2000,1002
21529869,2023,1353
20208359,2022,2532
21762383,2004,704
12158670,2021,828
21901899,2017,4342
18825476,2015,369
19895322,2023,1862
21031335,2014,712
19283647,2015,970
20496525,2005,628
19795298,2020,451
21415162,2024,3413
20943811,2015,2245
21505766,2000,1859
19043760,2010,1585
22946307,2000,50
20314888,2000,1455
19054471,2009,2229
21756345,2005,884
22567233,2008,2264
21514215,2012,1701
21261482,2023,2777
20343600,2005,828
21875956,2008,290
22168461,2000,715
19912946,2014,2355
59551085,2005,50
18691259,2003,50
19738732,2007,1130
19964133,2017,807
21820699,2006,969
20825988,2009,2389
22360769,2017,889
22865842,2003,50
18120957,2008,2625
18045890,2010,596
15777033,2007,387
27123671,2024,2904
13602677,2017,401
13636918,2014,857
5419943,2004,569
10988468,2003,1287
16388327,2010,988
14708977,2007,1753
7298739,2001,50
13292229,2002,1441
1940394,2019,50
28836373,2006,2608
22666518,2017,1369
5881545,2011,202
10474089,2023,808
28102964,2021,2078
14136926,2006,1145
6143834,2003,50
12105793,2000,618
8304150,2015,498
12168835,2001,729
14686801,2005,1280
31412126,2000,50
8150110,2006,738
26239499,2007,937
19611788,2007,524
22486319,2001,837
10781634,2010,374
9655950,2012,50
21131651,2019,764
16824919,2008,544
14602291,2005,1083
13014872,2022,196
9186623,2020,461
12628276,2015,1897
7129252,2024,805
30011026,2003,3283
1735146,2022,50
25270960,2023,2324
16057175,2021,568
5386080,2000,198
19982263,2021,1206
6421155,2006,89
14483759,2015,2083
29231997,2003,1186
9620111,2013,917
14170061,2013,1525
9210827,2014,1145
22290477,2016,50
6506482,2006,495
5209136,2002,623
28382646,2021,2886
1169352,2021,50
8183070,2002,91
20762926,2017,1683
16078201,2020,718
7450514,2002,328
21278503,2018,2741
12389002,2023,782
24524800,2003,511
9678596,2020,153
19390550,2015,1166
22743995,2023,152
8417723,2016,401
29921754,2006,2219
10660628,2004,1202
22689276,2014,1557
10270636,2014,341
14665399,2001,1765
16255924,2017,785
5216921,2023,50
5071844,2009,298
11735773,2019,1642
14590956,2013,1245
8753414,2001,451
20271585,2009,2510
2627297,2007,50
7855229,2011,50
6560728,2014,50
7395742,2021,513
23067150,2008,1179
6655194,2020,1125
14151246,2016,1002
13704557,2002,629
19000179,2004,1407
21690866,2009,1595
25231619,2004,50
6626381,2022,1708
2472616,2004,311
8699709,2008,502
12954416,2023,1379
9986983,2004,801
14999489,2021,836
23674297,2022,711
17736488,2022,1506
33070924,2013,2503
29710481,2008,680
7266290,2018,1098
15152931,,1245
14668878,2022,1231
8142694,2005,1122
18049163,2003,952
8979194,2003,798
17160878,2014,1750
9533100,2004,321
13776554,2012,697
9296858,2012,711
9474259,2018,50
20231328,2004,2804
31844608,2013,435
3579441,2014,50
12668931,2017,1480
3025704,2007,472
11394878,2016,50
8294850,2017,915
4864640,2007,816
14163133,2013,1042
9007400,2004,1705
3116437,2017,50
20831900,2006,1590
30101089,2017,2821
13928384,2018,1393
18144030,2018,1288
14213651,2015,755
16258425,2014,1563
13758802,2023,1389
10325165,2010,1023
9494764,2001,964
9679623,2006,91
9687461,2024,444
13335491,2020,408
8241223,2000,270
7401339,2004,957
23314147,2014,1272
11817228,2018,2107
17924966,2006,1141
2331196,2016,135
26141608,2006,1446
26268164,2023,556
1606610,2018,86
8267888,2014,911
13104268,2024,1039
7736777,2023,50
34102073,2024,467
9835005,2014,373
11059674,2016,704
16421336,2023,1811
5556566,2024,50
5188782,2013,136
13836908,2002,1003
11014790,2021,50
9115136,2019,67
5270182,2003,92
18689514,2021,682
6553632,2004,448
24982514,2007,1677
8253267,2006,346
14049506,2014,1133
8820710,2011,1297
4686800,2013,989
13801522,2011,50
13112925,2014,925
28110043,2014,1347
7814128,2007,601
10796351,2018,591
16835954,2011,1180
22903353,2010,1887
19183186,2020,431
6920096,unknown,50
18880248,2017,870
4658976,2004,441
29541910,2021,2405
12803015,2006,1074
14463197,2020,406
25493318,2024,1567
12761390,2020,1269
17850671,2017,1631
33199706,2007,2431
31274087,2012,1673
9759784,2014,743
25815971,2022,82
6803987,2023,209
1710674,2023,335
28005052,2004,2721
15253146,2014,753
14093548,2001,1177
3494021,2004,50
30088079,2002,2090
8527190,2024,379
2954557,2020,88
2889431,2022,50
32776422,2003,1664
8902495,2005,280
12706978,2014,1131
28619060,2003,1759
29976369,2021,3037
15103728,2003,1755
12328743,2001,231
27265747,2024,1912
17446178,2014,665
24138250,2015,1553
9094956,2013,1653
6705362,2007,274
7183591,2019,518
6025900,2021,577
29508504,2021,964
24119217,2018,991
7563008,2020,50
12066360,2019,253
10064610,2012,50
6526242,2022,515
12774102,2004,1803
8907924,2021,496
10992436,2017,50
15600278,2015,450
23754341,2013,890
8382242,2004,50
14087110,2024,1410
11675713,2023,1203
8470514,2014,50
9974201,2018,900
7054690,2003,1226
5512362,2019,1034
27783145,2006,4939
11186591,2022,89
5069770,2023,1440
11612492,2016,330
9891072,2011,127
22208044,2018,1559
14453182,2014,620
26614317,2008,1766
6398933,2003,50
11175800,2021,447
26189201,2004,2688
12202743,2002,877
4362326,2024,363
11843163,2001,991
12085553,2014,1293
3657289,2020,50
18239859,2011,1831
14153364,2014,528
15426626,2016,1211
7234249,2012,882
15736322,2009,415
12025378,2001,75
19054647,2020,50
7245478,2008,213
17444845,2012,2299
13502056,2024,968
23719172,2017,432
23370091,2006,1204
20665948,2024,101
23876656,2023,669
15378003,2021,1384
10249692,2014,50
13342127,2022,1543
24311040,2015,1437
31901347,2004,2096
9160555,2011,533
11025332,2004,1032
12661745,2022,1094
7088588,2017,562
22604466,2011,1606
11138478,2009,548
9149644,2018,953
14513408,2011,1067
9270708,2007,672
12766598,2000,448
7553990,2013,343
9724619,2009,256
13717965,2001,884
4993282,2020,843
24409140,2024,4360
2407228,2016,50
10875729,2017,1395
5310388,2009,260
8629265,2021,660
14049687,2002,337
14285218,2008,936
23273972,2018,1548
23592069,2019,233
10215471,2008,772
11122072,2010,1518
3030157,2010,60
24118903,2006,2498
2658617,2011,86
23321418,2020,2043
27496282,2023,50
24202531,2005,3909
24475071,2021,3208
27617192,2003,1765
26027358,2004,50
26250125,2005,2224
26601719,2019,637
28226459,2000,2056
25120487,2005,1697
27880587,2018,351
28714926,2015,2843
28155480,2002,2958
25492169,2015,2499
28257681,2022,1889
27403555,2023,50
27700103,2015,2276
24508029,2012,1205
24554829,2011,633
28250851,2022,2911
28580882,2016,4226
27915064,2007,1262
27917758,2001,3936
27485773,2006,1851
27554404,2018,1653
27705387,2021,557
28224735,2003,3017
27607610,2012,625
24054971,2005,2498
27524142,2021,772
27410093,2012,748
27836916,2018,2732
28283221,2000,1361
26162038,2009,1526
27786204,2018,3246
27148360,2019,3223
28649214,2004,2827
26964979,2002,1220
24191237,2015,799
28969797,2017,2283
27848917,2022,2169
28850108,2007,656
25732430,2007,2396
26673204,2020,1598
28691754,2009,50
25840700,2012,899
25457801,2011,1371
28613055,2011,1894
24453031,2004,2934
26410030,2007,2259
28673460,2023,394
25376391,2011,1583
26897103,2022,1053
27067229,2014,1506
27081808,2018,2105
24830009,2003,2708
25360875,2023,1861
28270801,2017,3843
27148996,2018,2822
28863090,2014,997
28726337,2021,4196
13925884,2001,1215
16188679,2002,380
14425001,2010,2077
8720650,2012,1547
32352036,2010,1788
9961802,2014,338
9110174,2008,513
27236585,2002,2563
14147025,2006,1589
15495776,2014,1354
7236761,2021,582
26010087,2017,3426
29278173,2001,1161
5137655,2001,664
11321740,2009,588
23012805,2015,1689
14562979,2001,552
9038819,2007,461
9358048,2007,468
6657284,2019,1062
14237568,2018,385
20367834,2007,620
28198365,2008,3894
16086072,2018,1475
14393276,2015,50
11653134,2005,170
18025384,,50
25740511,2002,517
7324244,2008,50
10896971,2008,631
31447860,2013,537
12084822,2013,545
5751734,2010,50
9287968,2009,641
11055665,2008,261
20909610,2012,2178
11700712,2020,2343
4982991,2022,653
12082494,2004,456
11606213,2017,1824
28214406,2001,618
26449139,2021,693
6345379,2011,295
8586689,2023,1719
16534941,2007,910
9299675,2007,619
12366739,2016,50
9342096,2017,1134
14865917,2012,1660
5656267,2020,989
10027470,2014,372
5160311,2009,50
7857240,2011,50
14963734,2005,914
29388344,2008,1144
11916904,2016,50
11125245,2001,484
8840502,2010,322
22643744,2021,607
14083368,2008,1086
14479469,2005,1029
9327158,2001,567
6958467,2018,413
22963112,2019,459
20981956,2014,1043
35394179,2007,1989
18719716,2024,50
9634493,2002,1107
2776963,2013,50
20543071,2013,1109
13877325,2021,1704
3396634,2009,584
28523417,2019,1576
6901502,2022,292
28980923,2006,2459
11823600,2017,1279
14894256,2008,584
16572731,2006,624
8779023,2005,50
19398492,2024,1357
17965078,2017,1039
8906596,2022,1035
25178630,2011,1633
12596021,2019,1587
10157024,2008,310
13677160,2004,1301
17561786,2016,718
7972505,2024,752
24013795,2003,50
32098611,,2343
23413950,2022,50
8895382,2003,378
8358107,2012,671
15823533,2004,683
22233053,2004,434
11310134,2013,1342
28461419,2000,1465
8926326,2015,363
14329298,2005,762
14657222,2023,2595
25080488,2023,2617
5061382,2015,736
12161722,2023,971
23286857,2012,1364
26023357,2015,50
4018282,2001,50
3865220,2008,72
17261402,2012,50
22337922,2008,193
13417361,2003,50
5176763,2024,204
14793853,2002,1283
22162244,2003,2491
6924215,2012,624
10975217,2017,50
34503428,2022,50
9857218,2007,50
29911867,2005,177
12045634,2015,133
15546703,2011,920
20060117,2012,457
6740250,2011,541
12767262,2020,810
2029245,2004,97
3372487,2018,634
7897261,2011,50
22401751,2020,1800
13286171,2011,966
10750308,2000,662
10894234,2010,1229
23684323,2018,2477
22428808,2009,257
7252296,2018,400
13227784,2014,1166
6089028,2016,259
19531803,2021,1408
20646865,2022,1192
22358293,2011,2703
13946052,2008,50
6830485,2005,353
9245131,2004,50
14031317,2002,1085
12124820,2010,50
1115903,2020,161
9504987,2014,264
9663821,2007,266
49416308,2010,50
14389563,2021,349
28469836,2014,2353
54344383,2022,3102
8889614,2001,699
9375989,2002,1497
11355409,2009,716
23361198,2023,1296
2973135,2001,332
23998058,2021,920
8332487,2003,334
7541982,2013,50
17746842,2023,1811
15514303,2010,918
25127742,2000,1614
8265951,2018,80
31990740,2019,2272
2067508,2015,50
8320282,2022,355
22819888,2020,1955
10463671,2017,1121
16268659,2008,795
8746246,2000,50
18735017,2001,3249
24530697,2016,3212
4726259,2017,627
6120630,2013,75
9978036,2010,974
23794095,2016,995
10711451,2015,1167
17095500,2007,969
28563417,2009,997
22935101,2022,837
24676904,2000,2254
10074781,,1440
5426180,2015,982
21785278,2014,1852
5667719,2014,289
6336154,2023,50
7728827,2015,664
16253524,2004,1261
8099207,2024,490
28575183,2018,1932
19703396,2011,411
16634348,2003,1438
28796136,2003,2681
12441582,2000,1112
1045008,2002,341
9971052,2019,756
5563348,2003,252
14962340,2012,1015
11653753,2018,905
2443237,2023,190
2625896,2005,462
1324220,2015,248
14678478,2010,2423
10937685,2019,1835
7004876,2001,393
1765248,2013,50
31524818,2007,3151
12345933,2014,489
1840167,2009,50
8901297,2013,394
6822409,2011,290
10587960,2018,1269
10237569,2013,50
4347910,2001,50
10366089,2000,977
7859306,2022,725
14448753,2000,1219
18482493,2011,629
7413531,2012,50
12798835,2014,671
13759671,2001,1172
9483452,2022,1338
6606933,2002,50
13430150,2004,456
25229439,2015,480
13404772,2014,50
34556012,2019,3033
12688565,2019,959
7375012,2015,755
35189585,2019,3116
1281086,2016,50
3155502,2004,50
9885316,2024,2551
25133642,2019,1582
27877338,2004,2296
6160820,2002,389
16503803,2024,50
16927715,2001,50
11563951,2017,541
12434764,2000,1400
1005531,2001,299
6240129,2009,854
9234502,2017,194
28267167,2012,3723
23288910,2021,222
19258262,2006,1626
4665542,2001,312
3733401,2010,92
9159450,2022,1081
13323266,2014,294
7141343,2004,50
5902971,2016,336
14470105,2003,365
14411602,2014,3022
5486014,2024,592
14219898,2007,725
8768806,2012,50
8950542,2001,50
3359317,2003,50
8324930,2011,493
10602616,2011,1450
3801600,2021,633
11329226,,741
11542748,2012,455
12464178,2016,849
6088969,2015,239
6672964,2002,1096
12337795,2000,769
6165147,2024,372
3488307,2014,50
8703532,2010,575
13332171,2012,1437
6571170,2022,50
11169221,2003,211
9248530,2007,1453
14617048,2024,50
9738771,2018,973
13466111,2017,643
3623243,2022,117
3448591,2012,50
4187176,2002,430
5423167,2002,1381
9338924,2002,850
9710106,2010,101
11655332,2004,1315
12801720,2011,697
7532379,unknown,1179
11335682,2011,968
10442276,2007,50
4598429,2014,50
5670908,2000,787
12678482,2005,691
10428431,2006,80
8238102,2010,288
7247569,2000,50
11800782,2006,624
13640585,2013,2345
4856054,2001,535
8666722,2011,1713
10339109,2000,1023
6574747,2003,727
12188721,2001,1770
10459435,2024,676
6034713,2023,189
3608384,2003,611
11087166,2011,1360
8690788,2006,415
5731056,2007,50
12885207,2024,1250
8273855,2004,877
8904690,2012,993
11770656,2019,50
7714069,2023,1874
13543310,2002,601
10379666,2012,451
14624119,2001,70
5618466,2018,1464
13197022,2005,1010
11288463,2023,106
8945225,2002,1064
13282363,2012,1350
8518740,2017,687
13206689,2007,1269
6693135,2010,139
7802415,2012,168
9629135,2009,50
13019790,2020,50
13777639,2012,2080
6279776,2023,984
10719776,2011,503
6005242,2003,1132
8697747,2021,418
11151496,2021,468
4668293,2016,313
8583281,2004,512
9695287,2017,363
4249036,2001,639
9513452,2023,802
12594481,2017,1220
4345736,2000,634
6483092,2023,624
4473659,2010,50
7926108,2004,50
6982863,2011,408
4345893,2015,172
7538538,2017,585
6847509,2014,292
4114890,2023,1179
12616622,2010,142
7693305,2012,50
12992974,2001,1042
10199111,2024,304
4466237,2000,400
5703956,2002,558
8596116,2023,1024
12312156,2024,50
3464917,2012,50
6943530,2000,650
13429422,2018,1348
5533810,2024,1238
8953440,2017,1021
3384646,2020,190
13453210,2012,350
7044569,2001,200
10406230,2014,335
10277168,2005,839
4133890,2017,296
12424550,2009,50
10080888,2020,522
9105886,2021,1072
5243423,2010,461
10048505,2024,813
13998275,2007,886
12943070,2023,1946
11979381,2023,1024
11040723,2011,292
3842370,2023,50
6362637,2000,473
13011825,2007,50
13487390,2016,812
7248468,2007,365
9512768,2002,50
5250555,2016,50
10315832,2008,985
10877755,2019,708
5362591,2018,325
13332480,2013,990
5553628,2010,323
10274214,2008,1261
6560605,2001,412
13655234,2019,50
7713589,2018,1255
4012683,2015,394
6755787,2023,67
6553536,2021,50
4132350,2001,322
8604006,2008,334
3398883,2018,737
10547100,2005,278
13481586,2024,341
3497700,2000,588
7398122,2010,763
7041828,2005,575
14491006,2012,1107
11039487,2013,707
12704075,2024,967
4615674,2024,792
3359758,2013,374
8217322,2001,526
6265021,2005,867
9813436,2001,50
13330838,2022,2259
4386610,2019,50
5644403,2008,115
12851424,2007,762
3987110,2021,230
8044968,2003,947
8562316,,50
8659623,2024,750
12233350,2021,297
11980519,2002,697
5263568,2003,213
15388455,2007,1048
13882876,2019,542
5053649,2019,50
14635088,2024,1186
7589405,2018,967
7164160,2009,259
12734143,2017,282
13099951,2022,1291
13302023,2000,900
5129878,2002,594
9296589,2018,50
9852391,2006,50
10354861,2009,153
12745626,2006,212
6289284,2024,332
14670025,2001,261
13994062,2021,1120
13639354,2022,927
13574621,2017,1021
10268595,2000,821
11553301,2002,822
13209475,2020,766
12662374,2009,1012
7648943,2002,50
7741370,2001,1023
11326260,2014,664
3626630,2013,50
9198200,2014,740
9591709,2009,201
4016492,2010,441
6804756,2021,1396
13983387,2023,315
3643647,2019,323
8027925,2001,50
13662722,2004,1340
11220570,2009,301
13603610,2007,626
9229042,2024,50
14052094,2008,1125
11408502,2013,1083
5880697,2019,308
6398223,2002,50
3911374,2000,841
13344165,2015,340
8079550,2015,50
7263071,2009,756
8417999,2013,50
14446737,2018,1688
8341641,2024,305
14671878,2015,1249
4959805,2020,903
14507311,2010,50
7064392,2020,258
11935531,2014,745
3982516,2001,862
9173771,2004,375
3752354,2018,50
7555779,2008,563
13031392,2010,275
3949111,2011,262
10281943,2012,50
13235342,2001,2300
14207354,2000,50
9880301,2020,589
8229187,2010,534
10890381,2007,1580
5562881,2016,50
13540799,2011,2026
4513956,2008,558
4560698,2022,435
3765635,2024,50
7305771,2022,745
8712910,2019,156
10504315,2023,1425
8547559,2011,127
14113689,2022,639
10256907,2005,149
6981444,2015,50
9237026,2002,1087
10013264,2016,863
11603437,2010,1285
11125381,2002,50
6322625,,790
13358236,2013,2261
6059555,2006,148
7294871,2007,1346
10936180,2016,420
12435617,2009,50
17681347,2007,762
13865787,2020,1669
13004480,2019,271
12051932,2014,574
9216367,2021,854
6189165,2005,318
10139093,2018,806
5269632,2007,443
5890359,2009,833
7431769,2004,268
9900132,2001,804
8330040,2002,112
6715454,2008,863
11308198,2023,443
10240419,2015,1229
5318423,2001,197
6482468,2007,481
3703844,2014,69
12190371,2015,50
10204816,2016,50
10951046,2000,50
13211480,2002,524
6236597,2004,552
9838357,2010,999
