status_legalitas,omset,laba
Terdaftar,7989493,2525850.6580137834
Terdaftar,13490361,1946593.9837662
Terdaftar,21529571,7111751.671472288
Terdaftar,17684428,5015329.51565304
Belum Terdaftar,14582010,6307566.175468534
Belum Terdaftar,3863684,-397719.3759226741
Belum Terdaftar,6598699,-1437400.9053374808
Belum Terdaftar,7578120,2070527.0214167389
Belum Terdaftar,7759591,118969.14063135482
Belum Terdaftar,15481599,2352564.063471334
Terdaftar,10438608,-959429.4096383794
Belum Terdaftar,17266074,5731426.680492133
Belum Terdaftar,6928384,1130391.2535674574
Belum Terdaftar,9241337,4142427.4763762276
Belum Terdaftar,17185483,-848037.2087023164
Belum Terdaftar,9790255,1445444.0623199933
Terdaftar,34589210,10987007.257789519
Terdaftar,22124432,8244946.986824445
Belum Terdaftar,6516434,1685360.6163386628
Terdaftar,9512082,4114053.9992232583
Terdaftar,28491886,10224201.140636962
Terdaftar,11249728,845266.320423148
Terdaftar,18139332,6380190.934059586
Terdaftar,11672546,1978293.2906964524
Belum Terdaftar,5152164,1970551.7317863847
Terdaftar,13744423,4052009.0094851805
Belum Terdaftar,12830725,5004068.791229513
Belum Terdaftar,26464586,5922399.94100881
Terdaftar,9902876,3540646.150534402
Belum Terdaftar,6286900,1315771.3055673009
Belum Terdaftar,2249381,568449.2585050013
Belum Terdaftar,11132239,3401442.5713765454
Terdaftar,17762447,5015435.531972738
Belum Terdaftar,21957267,8029758.272252442
Terdaftar,14084878,5788353.219678176
Terdaftar,5151609,1403823.5022977928
Terdaftar,10758721,2383599.0651770285
Terdaftar,26911015,8154959.724772775
Belum Terdaftar,10890072,1655323.1580628052
Terdaftar,4944684,1146969.6223879936
Terdaftar,12539741,5361626.501048103
Terdaftar,28059879,7668187.824968189
Belum Terdaftar,14132312,4770298.453447994
Terdaftar,11136709,4513139.0095893815
Belum Terdaftar,1463522,575120.0187832869
Belum Terdaftar,28724058,1547140.882750059
Terdaftar,13298071,696945.3789455268
Belum Terdaftar,6269512,1615624.8477752977
Terdaftar,6133885,3281564.6103217592
Belum Terdaftar,1842447,-537070.370604008
Terdaftar,9549500,3925981.756948799
Terdaftar,9084280,1348243.8105629417
Terdaftar,27321064,6998160.787524989
Belum Terdaftar,30792670,11139185.665586315
Terdaftar,6186540,1844124.8537596758
Terdaftar,20654123,3234334.562174009
Belum Terdaftar,5002719,1305066.8998699235
Terdaftar,1300035,1635832.0549635042
Terdaftar,29751949,9846339.265257237
Belum Terdaftar,11220096,2796130.880587894
Terdaftar,14279633,3996972.3240623237
Belum Terdaftar,7921758,2688156.22372473
Terdaftar,14826463,5142338.242147237
Terdaftar,11657584,2988791.6259814627
Terdaftar,10646108,3364569.5106206965
Terdaftar,17561777,5535924.400797405
Terdaftar,12934266,5167049.556375253
Terdaftar,7359416,2962290.6289351187
Terdaftar,11515440,1947830.3551647093
Belum Terdaftar,13921726,3962887.4915146143
Terdaftar,17916331,4446115.930016583
Belum Terdaftar,11860270,3949862.4530226486
Belum Terdaftar,14040060,1713654.6480322776
Belum Terdaftar,14650294,-284535.4849214156
Terdaftar,20826122,-96674.43798031777
Terdaftar,14716563,3317165.056421436
Terdaftar,23949720,7393835.273477755
Terdaftar,12325852,3057655.948283093
Belum Terdaftar,11141174,2123641.099230634
Belum Terdaftar,13051848,1865415.3574446468
Terdaftar,10108590,4299759.131738884
Terdaftar,8895165,3164915.7436349657
Terdaftar,9417091,477630.560363833
Belum Terdaftar,3532714,1838311.0869005285
Terdaftar,4597864,123891.19030758296
Terdaftar,6888750,-1422156.9730764595
Belum Terdaftar,28111723,1007966.3501044391
Belum Terdaftar,24338967,-5587847.804664841
Terdaftar,18021699,3675202.890327247
Terdaftar,18865255,6019097.562140472
Terdaftar,20627479,5788020.7476004325
Terdaftar,20332832,4968031.163928834
Terdaftar,18607394,5248794.491717587
Terdaftar,18983908,3253643.8290815293
Belum Terdaftar,21816504,583379.7496434364
Terdaftar,19809523,5238562.330515795
Terdaftar,21846426,7111030.24693614
Belum Terdaftar,19907569,4366135.826614759
Terdaftar,21209847,7001822.973678881
Belum Terdaftar,22253383,4126475.5552633186
Terdaftar,21975023,5753408.6774289515
Terdaftar,22523798,7313136.451571443
Belum Terdaftar,22047201,6305295.669426844
Belum Terdaftar,18993512,6543514.132974367
Terdaftar,20070474,4216539.290610777
Terdaftar,18146762,6175139.439689474
Terdaftar,20161908,5409433.182214959
Terdaftar,18073345,4685806.415617325
Terdaftar,21150425,4728636.238014578
Terdaftar,21134877,7502364.229956506
Belum Terdaftar,19604230,4366949.622553388
Terdaftar,18823638,7685733.325048266
Terdaftar,22718223,2006188.9658094794
Belum Terdaftar,19910436,1859955.6781039378
Terdaftar,18283324,3972982.5190818566
Belum Terdaftar,18950141,5324844.391515065
Terdaftar,19718447,7944623.959949065
Terdaftar,22903704,7975981.154698709
Terdaftar,19600553,3684792.1695480766
Terdaftar,21692807,7385751.897753002
Terdaftar,22468664,5508400.733686896
Terdaftar,20250283,6325346.637645472
Terdaftar,21117482,5397322.107396916
Terdaftar,21561444,4779840.999372593
Terdaftar,19290061,6571554.537529834
Terdaftar,21588236,7385061.895187551
Terdaftar,20665978,6657006.036211985
Terdaftar,18829870,5465993.959433499
Terdaftar,22739796,5555580.1451535905
Belum Terdaftar,18105649,4091965.691231471
Terdaftar,21503156,5481666.820261203
Terdaftar,22129924,6405303.908275076
Terdaftar,18558209,1496725.901759258
Terdaftar,21397516,7479659.011078652
Terdaftar,19852559,4307200.100387123
Terdaftar,22651074,6102088.863283053
Terdaftar,19538864,5141498.180428161
Belum Terdaftar,22659799,-6395535.189739503
Belum Terdaftar,19428732,2806099.684875929
Terdaftar,20003517,5754895.275681478
Terdaftar,21072275,1302907.476731545
Terdaftar,21091194,7673229.258375639
Terdaftar,19243717,5861424.113284357
Terdaftar,19803784,5510404.735033982
Belum Terdaftar,21937390,2291021.1623596298
Terdaftar,20145216,7102436.646575562
Belum Terdaftar,22897311,3519199.934800572
Terdaftar,20714336,5758182.034575699
Terdaftar,21316337,6249333.450257115
Terdaftar,20544093,6081370.153640336
Terdaftar,22036972,6724112.310298828
Terdaftar,19378668,-1369495.43530468
Belum Terdaftar,20026328,5439836.785630398
Belum Terdaftar,20790539,6128746.990759727
Belum Terdaftar,21081055,6954139.071334004
Terdaftar,22278966,8275887.71403818
Terdaftar,20943441,4959774.943231452
Belum Terdaftar,18751741,4205664.765415028
Terdaftar,21647670,5303591.568054839
Terdaftar,19747543,6058650.3418794805
Terdaftar,22977191,4084432.7076423364
Terdaftar,20281199,5495558.1333805
Terdaftar,18368701,6917709.589161113
Belum Terdaftar,19661242,3159091.324752946
Belum Terdaftar,19411283,5314290.2494264925
Terdaftar,21532475,5506150.472927104
Belum Terdaftar,20375493,2925470.331041219
Belum Terdaftar,22055197,6842524.764911198
Belum Terdaftar,21048313,3545168.7237076797
Belum Terdaftar,20550660,5410567.908295134
Belum Terdaftar,22027627,6042278.371479976
Terdaftar,19367648,4478944.958624786
Terdaftar,22373588,6492332.651978185
Terdaftar,19369548,-4687915.502605028
Belum Terdaftar,20229435,4808186.384011344
Terdaftar,22101669,7276581.63763773
Terdaftar,19949313,5278418.242067807
Belum Terdaftar,21666241,2848835.633544643
Terdaftar,18825088,967245.9499546171
Terdaftar,19587902,1750727.3914620513
Terdaftar,21707438,6979562.529645649
Belum Terdaftar,20678657,-138521.95567050332
Belum Terdaftar,19345883,4913096.7667542985
Terdaftar,22392413,5460670.825356557
Belum Terdaftar,43522711,6392493.113720701
Belum Terdaftar,20731613,7796811.197050473
Terdaftar,22040472,6106692.078644485
Terdaftar,21888873,5476858.855833066
Terdaftar,17993224,6049900.601030028
Terdaftar,20568040,6343224.279771284
Terdaftar,18486748,3426723.032311792
Terdaftar,22715231,5464558.153081136
Terdaftar,22681960,3535720.0381040443
Terdaftar,20724498,3616813.472570976
Terdaftar,19844549,4717658.675977876
Terdaftar,19235066,2921992.7113483935
Terdaftar,18910791,5597932.879259165
Terdaftar,21779814,6730749.913309202
Terdaftar,22003924,6706677.94979628
Terdaftar,20816285,4945689.841061345
Belum Terdaftar,22902669,-807637.8207976646
Belum Terdaftar,22978554,6161766.626818879
Terdaftar,19997766,7159540.568107095
Belum Terdaftar,22044861,4547453.63355478
Belum Terdaftar,19802724,6007543.65623484
Belum Terdaftar,21606145,-7231488.450705429
Terdaftar,20083767,4779154.058242219
Belum Terdaftar,21203878,6067366.230129745
Belum Terdaftar,19104067,298161.8672594988
Belum Terdaftar,21577870,7815614.52630361
Terdaftar,18295346,5158435.737493169
Belum Terdaftar,19998202,-77480.03693082603
Belum Terdaftar,22489932,904922.4333882122
Belum Terdaftar,21151561,4785460.303119042
Belum Terdaftar,20944681,-575109.1676366247
Belum Terdaftar,22792073,3329148.915047719
Belum Terdaftar,21805370,1574442.7090311504
Terdaftar,20776651,3062202.946393231
Terdaftar,19678277,5828877.710881245
Terdaftar,21245561,6337757.89636157
Terdaftar,19173472,4722477.007772827
Belum Terdaftar,18887903,-3060108.0952648916
Terdaftar,21305038,6196329.727085422
Belum Terdaftar,19408424,6093800.230109293
Terdaftar,22620424,7734277.211802111
Belum Terdaftar,21235830,-103015.82533479804
Belum Terdaftar,18273161,5268051.50037753
Belum Terdaftar,20329309,7703990.715209525
Belum Terdaftar,19652809,3291393.6639973605
Terdaftar,20034964,5714467.087432855
Belum Terdaftar,20858944,781604.6199115474
Terdaftar,19771844,4782354.265311938
Belum Terdaftar,21898703,6983513.268493271
Belum Terdaftar,22849964,5513779.388132953
Belum Terdaftar,19888567,30568.90722506697
Terdaftar,20719323,6986988.805329738
Terdaftar,18311762,6906901.524685207
Terdaftar,19620730,3685682.6250629034
Terdaftar,18964959,5039543.40469231
Belum Terdaftar,9629068,2438571.884601883
Belum Terdaftar,9353770,-1976172.1370373974
Belum Terdaftar,9554756,1464022.4218788873
Belum Terdaftar,8995180,2302330.41057636
Belum Terdaftar,9725722,741078.1713173329
Belum Terdaftar,9846586,1650188.0952063117
Belum Terdaftar,8632185,-1107683.402768551
Belum Terdaftar,9205284,1716234.1090000393
Belum Terdaftar,9142069,1995504.4389673795
Terdaftar,8925364,1057514.8608049427
Belum Terdaftar,9494405,632085.9232724981
Belum Terdaftar,8526935,1964494.8657465363
Belum Terdaftar,9197888,3555676.4828535356
Belum Terdaftar,8332964,2237392.339539245
Belum Terdaftar,9709269,-1283244.300423087
Belum Terdaftar,9239421,2742275.2428906076
Belum Terdaftar,9351778,3444456.4223745517
Belum Terdaftar,9935006,2498385.9717891063
Belum Terdaftar,9868483,-677004.0788790067
Terdaftar,8341364,2475983.678632937
Belum Terdaftar,9199829,2503058.716075111
Belum Terdaftar,8293653,2088278.5689253996
Belum Terdaftar,9876354,1138649.3440811788
Belum Terdaftar,8625853,1038969.3655169961
Terdaftar,9636236,2785385.4328422234
Belum Terdaftar,8741172,1798157.5376854807
Belum Terdaftar,8248253,4316353.9020912405
Belum Terdaftar,9406722,2431264.830095383
Belum Terdaftar,9156964,409080.4832084486
Belum Terdaftar,8006777,2883103.4695107723
Belum Terdaftar,8117686,1122900.1939500584
Belum Terdaftar,8037664,954537.3723898067
Belum Terdaftar,9410398,2603209.044424771
Terdaftar,8247815,3260440.820104375
Belum Terdaftar,8229496,1522238.8897884525
Belum Terdaftar,9909964,2671657.3385966173
Belum Terdaftar,9430815,4305998.229848928
Belum Terdaftar,9240919,-1034675.6135850435
Belum Terdaftar,9265123,2798018.6930636633
Belum Terdaftar,8522278,-67727.76604388468
Terdaftar,9411289,1341541.1989187046
Belum Terdaftar,8495302,2706108.0973328
Belum Terdaftar,8451117,2277221.428638121
Belum Terdaftar,8186384,1093885.5179989988
Belum Terdaftar,8567849,28152.77400367362
Belum Terdaftar,9424055,-61309.6584028012
Belum Terdaftar,9104583,3654590.966140047
Belum Terdaftar,8568649,1352791.3946774146
Belum Terdaftar,9047966,1178896.6326582024
Belum Terdaftar,9943493,1303530.0644012813
Belum Terdaftar,8650911,2818311.324826475
Belum Terdaftar,9460720,2400313.283110577
Belum Terdaftar,9042316,1403681.168361189
Belum Terdaftar,8156409,2924734.546269384
Belum Terdaftar,9433026,2873560.534302961
Belum Terdaftar,8707103,2479324.597923305
Belum Terdaftar,9461221,2481949.765977257
Belum Terdaftar,9004676,2779001.189745337
Belum Terdaftar,8814673,2866445.4481460718
Belum Terdaftar,9765944,1870543.0924776536
Belum Terdaftar,9898182,2619983.3620826234
Belum Terdaftar,9444709,1410205.4293768986
Belum Terdaftar,8137801,1993614.4856090525
Belum Terdaftar,9341235,2210038.2951459717
Terdaftar,9114662,3505181.747981256
Belum Terdaftar,8579730,3246645.97775669
Belum Terdaftar,8014193,-1335564.3647664795
Belum Terdaftar,9858389,2482048.3870188366
Belum Terdaftar,9051000,1654591.9158257998
Belum Terdaftar,8300145,1383506.2772965631
Belum Terdaftar,9886482,2237727.075194455
Terdaftar,8973010,-49381.40092238027
Terdaftar,9740818,1146467.6669610236
Belum Terdaftar,8968401,3593233.4482849697
Belum Terdaftar,8439066,1712570.4095296678
Belum Terdaftar,9337820,-472692.9443495793
Belum Terdaftar,8429040,-2484832.089985309
Belum Terdaftar,9064698,4046964.0507092364
Belum Terdaftar,9688914,-3045067.490562009
Belum Terdaftar,9427321,2969972.860799489
Belum Terdaftar,9408312,2501975.8763340306
Belum Terdaftar,8023886,3802873.2818675055
Belum Terdaftar,8759868,781347.4028555569
Belum Terdaftar,9800562,-115985.50644771848
Belum Terdaftar,9269554,3177137.120945111
Belum Terdaftar,8839153,3274410.115918158
Belum Terdaftar,9646893,2564863.3366710837
Belum Terdaftar,8590339,-299183.34701139596
Terdaftar,21114026,7264718.565536101
Belum Terdaftar,20041486,5669544.027035247
Terdaftar,21169765,1980044.1172334864
Terdaftar,18151205,5251585.179784302
Terdaftar,20215736,5645489.421101085
Terdaftar,20765934,7617868.436640302
Terdaftar,22669604,8712775.364497444
Terdaftar,20965342,6298949.77636573
Terdaftar,21875782,5809977.103142894
Terdaftar,20779225,6253044.176150266
Terdaftar,20519191,5901736.733829325
Terdaftar,18044253,6012538.725400798
Terdaftar,20643085,5933649.525621247
Terdaftar,18995489,7262660.718211813
Belum Terdaftar,20573768,2251462.5397765404
Terdaftar,21738311,7002022.96252196
Belum Terdaftar,21815203,1390605.9342911998
Belum Terdaftar,20885895,5984261.938579231
Terdaftar,20438186,5719400.145239423
Belum Terdaftar,18482182,932551.5405567399
Belum Terdaftar,22038381,2488304.9566903445
Belum Terdaftar,18697973,1103623.781737459
Terdaftar,19977625,3997214.3624747125
Belum Terdaftar,19965392,-819147.1649373274
Terdaftar,20566832,7067771.168459425
Belum Terdaftar,18580558,6118542.935529689
Terdaftar,20427762,3438052.968646465
Belum Terdaftar,21214365,6092087.328227304
Belum Terdaftar,18250706,3663591.443667313
Terdaftar,22329722,7368169.1641261615
Terdaftar,20512110,6086862.182289254
Belum Terdaftar,20730252,-341159.8898788963
Belum Terdaftar,21612462,5405077.828969447
Terdaftar,18826388,1876190.6960741929
Belum Terdaftar,18976152,6593051.253450494
Belum Terdaftar,19521807,882905.2952375999
Terdaftar,18292291,8001330.768208902
Belum Terdaftar,22939490,4730200.269700833
Terdaftar,18311561,5494821.602465642
Terdaftar,21445095,5605120.392761232
Terdaftar,21783212,4997661.25957871
Terdaftar,19396025,5902609.859611341
Belum Terdaftar,19267775,6220995.056812048
Terdaftar,20582898,7675530.24946003
Terdaftar,21078485,5847447.030557154
Terdaftar,19791463,6500148.737572561
Terdaftar,18073297,3280687.2652795147
Terdaftar,18710910,4980516.233028546
Terdaftar,22440607,7108898.947869359
Belum Terdaftar,19037259,6402440.191008804
Belum Terdaftar,18360121,1927954.2102460233
Belum Terdaftar,18586980,-747290.1820955172
Terdaftar,20403220,7581522.635583546
Terdaftar,20391436,7279339.419628045
Terdaftar,21158576,6556030.017052366
Terdaftar,19756572,-2364113.929043661
Terdaftar,22570951,7754068.680100519
Belum Terdaftar,18356317,5486963.538342754
Terdaftar,22220406,6353554.741978673
Terdaftar,20046894,3083797.798246904
Belum Terdaftar,18210927,5839645.1371991085
Terdaftar,18984158,6081829.989170929
Terdaftar,22848723,7805244.773126512
Belum Terdaftar,20596998,4248445.230121281
Terdaftar,19487857,3317495.246836951
Terdaftar,21352501,8436296.023224203
Terdaftar,18324042,5721803.233249991
Belum Terdaftar,19299632,2498030.3230034052
Terdaftar,21912530,5632141.234416299
Terdaftar,22613966,7290124.105820752
Terdaftar,19289614,2629166.310930829
Belum Terdaftar,18119766,6310517.445809808
Terdaftar,21641756,6233725.9363910835
Terdaftar,20415634,6485942.483363536
Terdaftar,19152257,7417336.536648611
Belum Terdaftar,18747869,6695242.992171469
Belum Terdaftar,19876875,1130236.6647964574
Belum Terdaftar,18709880,2315176.2416508016
Belum Terdaftar,18224425,-73939.75077941909
Belum Terdaftar,19882754,6763394.326748433
Belum Terdaftar,22522993,3360266.788611722
Belum Terdaftar,22478784,3652056.54034988
Belum Terdaftar,19547199,4494579.863467486
Terdaftar,18590753,5681512.222232198
Belum Terdaftar,21739476,5065426.365321315
Terdaftar,19644859,7183968.697627993
Terdaftar,22529253,6906744.780632762
Terdaftar,18110426,-235650.57387506927
Belum Terdaftar,21824152,7464707.75359372
Terdaftar,18482230,4280481.404008295
Terdaftar,21296894,7673562.577535133
Terdaftar,20833237,7241030.524222563
Terdaftar,22144754,8033201.495320786
Belum Terdaftar,18390115,5358788.127558384
Belum Terdaftar,22178143,4354648.299897894
Belum Terdaftar,21067400,6404241.760933093
Terdaftar,19381143,5729906.113644468
Terdaftar,20569620,5518149.714436487
Terdaftar,22191595,5654096.262246596
Terdaftar,22546175,6397479.6527335355
Terdaftar,21219104,5195727.513560138
Terdaftar,22784184,7513218.489599334
Terdaftar,18898523,5617259.762428993
Terdaftar,19134085,5431847.030766353
Terdaftar,19563197,4246957.032299593
Terdaftar,20494444,4987960.222332535
Terdaftar,22981868,8830474.450722411
Belum Terdaftar,21203397,5733761.63713843
Terdaftar,21098924,6940205.594209326
Belum Terdaftar,20671263,3566779.5644255737
Belum Terdaftar,20955227,1940918.8255184013
Belum Terdaftar,18711642,5915662.596690938
Terdaftar,19345659,6108978.793038637
Terdaftar,18935465,4912969.345695191
Terdaftar,22291112,6658967.095570404
Terdaftar,19991844,4848369.832596335
Belum Terdaftar,18221805,7292761.978461133
Terdaftar,22386556,5808309.091758535
Terdaftar,20774349,5330290.914178905
Belum Terdaftar,19197912,2660703.349965212
Belum Terdaftar,22815385,4002758.471059903
Terdaftar,22911657,8243813.600139313
Belum Terdaftar,21847243,8343547.349095157
Belum Terdaftar,22595611,6379687.155777703
Belum Terdaftar,20929026,2426789.26604372
Belum Terdaftar,19334029,5882114.112604073
Belum Terdaftar,20701427,4683750.534477114
Terdaftar,22763868,9251715.974595943
Belum Terdaftar,22260359,8040867.262296256
Belum Terdaftar,21492738,6152668.570801185
Terdaftar,22967928,7804610.700995889
Belum Terdaftar,22295891,7900874.012717804
Terdaftar,19919878,6057824.741081755
Belum Terdaftar,20335482,6426608.205327993
Terdaftar,21985832,8107875.7423766535
Terdaftar,21640447,5545980.518870319
Terdaftar,21890675,8240893.1973213395
Terdaftar,21315138,6169428.839314884
Terdaftar,21659260,7688344.032477927
Belum Terdaftar,19941652,4732556.159952712
Terdaftar,19546212,6201469.822472972
Belum Terdaftar,20470250,6106766.643427541
Belum Terdaftar,20722725,5615697.977804308
Terdaftar,21540821,-1090671.5625872794
Belum Terdaftar,21831251,7367330.024459781
Belum Terdaftar,20483141,3830778.3173275315
Terdaftar,18260813,4239277.955195162
Terdaftar,18620177,1315796.744099949
Terdaftar,21888692,5488262.807563978
Terdaftar,21491993,7957577.510415489
Belum Terdaftar,18468104,5528946.742079507
Belum Terdaftar,19266456,5444200.100306517
Terdaftar,18896223,5031062.832522464
Belum Terdaftar,22950212,4379651.828526577
Terdaftar,19705038,4323381.474004455
Terdaftar,21700051,8651997.940147936
Terdaftar,19172954,5067256.40282245
Terdaftar,20268913,-2733873.02683054
Belum Terdaftar,22721287,1837480.703092049
Terdaftar,21396567,5345862.685901322
Terdaftar,22659119,8722848.823936919
Terdaftar,21698560,5090516.7189523205
Terdaftar,21140411,6102539.556466179
Terdaftar,19040753,4488556.627939228
Terdaftar,21001768,5717492.793263727
Terdaftar,21152015,4998114.364235556
Terdaftar,22945136,7154297.323549843
Terdaftar,22324513,5536980.4489319995
Belum Terdaftar,21058409,2134441.54836358
Terdaftar,19042549,5177701.145398248
Belum Terdaftar,21057460,-1552925.5121225943
Belum Terdaftar,21192821,-285783.80363570736
Terdaftar,21035711,6917379.8134898795
Belum Terdaftar,19803914,6711200.361407895
Terdaftar,18988239,3609555.948690475
Terdaftar,22191868,6828007.450412965
Terdaftar,22095588,7739173.6790915765
Terdaftar,22331045,5429661.233898699
Terdaftar,22037554,6131309.430914976
Belum Terdaftar,18062929,4028094.584812036
Belum Terdaftar,21353914,5164506.499234489
Terdaftar,20144402,7368843.169354059
Belum Terdaftar,18481496,-3927974.661263226
Belum Terdaftar,19820573,5104437.831005898
Belum Terdaftar,21639967,6049199.162072152
Terdaftar,22532607,6129283.585753246
Belum Terdaftar,8395137,1541272.2383769935
Belum Terdaftar,22827068,6746082.199181534
Terdaftar,18045726,4265745.326003509
Terdaftar,20436947,6621341.544428519
Belum Terdaftar,19501132,1055109.3020078193
Belum Terdaftar,18982511,5751807.136825364
Belum Terdaftar,20515338,1086945.0995311348
Terdaftar,18136208,4143650.860833726
Terdaftar,21378491,5425873.723923298
Terdaftar,21678815,5920018.91454535
Terdaftar,21218582,5018231.380840562
Terdaftar,21310267,6763785.667115583
Belum Terdaftar,21639357,5831336.252545253
Terdaftar,20785372,5516053.58749024
Belum Terdaftar,20546830,749681.5216319821
Terdaftar,20038036,5061172.078854768
Terdaftar,18259641,5570013.582072971
Terdaftar,20232447,4259311.218269639
Belum Terdaftar,22637624,7258466.972599966
Belum Terdaftar,19975015,4633438.003111218
Belum Terdaftar,20635927,4005726.4114229255
Terdaftar,18157060,6313104.358555472
Terdaftar,21089346,2143508.960620413
Terdaftar,18332098,4302231.713699699
Terdaftar,20215034,6777583.432286535
Belum Terdaftar,21075876,7013295.2621511845
Terdaftar,18525235,4924384.160634766
Terdaftar,18142820,4917919.479219601
Terdaftar,18308660,5057189.029381914
Belum Terdaftar,20166597,5233982.189311244
Terdaftar,22620045,3240853.7932165284
Belum Terdaftar,20311973,2774314.6173606394
Terdaftar,20678452,7987449.798183149
Belum Terdaftar,18666441,1654562.8118089726
Belum Terdaftar,21011386,5719922.206530236
Belum Terdaftar,22703453,1523805.2972341871
Belum Terdaftar,21415570,7036832.926395354
Terdaftar,20229493,7272045.258142376
Terdaftar,18775586,3312615.2034842465
Terdaftar,20980816,5046234.2111063395
Terdaftar,22019149,7105536.43049696
Belum Terdaftar,19623782,7320884.6342142355
Belum Terdaftar,19549582,-1127473.0895843534
Belum Terdaftar,22815808,7323152.083343776
Terdaftar,19578879,5402021.121364841
Terdaftar,19619001,3446808.913879358
Belum Terdaftar,22705244,8047891.379706405
Terdaftar,21529869,3741639.682646254
Belum Terdaftar,20208359,4814232.943970274
Terdaftar,21762383,6072673.225714028
Belum Terdaftar,12158670,4856880.538888994
Terdaftar,21901899,6895313.020351095
Terdaftar,18825476,5766704.878243076
Terdaftar,19895322,5414581.0667533
Belum Terdaftar,21031335,7497999.680534435
Terdaftar,19283647,7447506.697822257
Belum Terdaftar,20496525,5258034.340993091
Belum Terdaftar,19795298,7113074.390333123
Belum Terdaftar,21415162,-633674.9062067036
Belum Terdaftar,20943811,5316492.819730371
Terdaftar,21505766,5078323.824083794
Belum Terdaftar,19043760,5751701.241976254
Terdaftar,22946307,8314911.880125255
Terdaftar,20314888,6423860.070188895
Belum Terdaftar,19054471,6254810.687254494
Belum Terdaftar,21756345,5095716.734153112
Terdaftar,22567233,5082148.055403125
Terdaftar,21514215,6694727.244801703
Belum Terdaftar,21261482,2900945.1928028474
Belum Terdaftar,20343600,2839305.1880012737
Terdaftar,21875956,8477691.304978404
Terdaftar,22168461,5568097.256219564
Belum Terdaftar,19912946,4765531.850504401
Terdaftar,59551085,17201044.525525678
Belum Terdaftar,18691259,3408552.222995503
Terdaftar,19738732,6447905.468681979
Belum Terdaftar,19964133,5368021.625035903
Belum Terdaftar,21820699,3614893.0986286406
Belum Terdaftar,20825988,2675612.451003421
Terdaftar,22360769,4948278.77392787
Terdaftar,22865842,5788534.37698929
Belum Terdaftar,18120957,3813580.5292561306
Belum Terdaftar,18045890,2814025.4505980853
Belum Terdaftar,15777033,573261.7805619086
Belum Terdaftar,27123671,6252225.873414632
Belum Terdaftar,13602677,-1131216.1319412254
Belum Terdaftar,13636918,3074564.9324614964
Terdaftar,5419943,1914592.551298493
Belum Terdaftar,10988468,-357464.84456759575
Belum Terdaftar,16388327,5044605.701993496
Belum Terdaftar,14708977,2288618.3451555762
Belum Terdaftar,7298739,2893429.0822515744
Terdaftar,13292229,3515256.5558916572
Belum Terdaftar,1940394,1070904.6737823992
Belum Terdaftar,28836373,7717883.929158736
Belum Terdaftar,22666518,3646931.4006020576
Belum Terdaftar,5881545,520595.79111977457
Belum Terdaftar,10474089,-551417.3587889136
Belum Terdaftar,28102964,5095985.266942299
Belum Terdaftar,14136926,676696.1200061557
Belum Terdaftar,6143834,2746066.751413958
Terdaftar,12105793,2602608.221921695
Belum Terdaftar,8304150,1986932.9664956832
Belum Terdaftar,12168835,3722281.7767761694
Belum Terdaftar,14686801,-1930108.6746292422
Terdaftar,31412126,8924347.209194439
Belum Terdaftar,8150110,2235574.407220485
Belum Terdaftar,26239499,7793147.15355914
Belum Terdaftar,19611788,6385450.66524773
Terdaftar,22486319,-805290.9026439557
Belum Terdaftar,10781634,606717.762001736
Belum Terdaftar,9655950,2205060.438450901
Terdaftar,21131651,6646522.817929363
Belum Terdaftar,16824919,-351921.2205314534
Belum Terdaftar,14602291,321836.54490208067
Terdaftar,13014872,2871412.1519115586
Belum Terdaftar,9186623,2072296.414875748
Belum Terdaftar,12628276,790874.9922422991
Belum Terdaftar,7129252,726192.4174559391
Terdaftar,30011026,6655357.107662438
Belum Terdaftar,1735146,635091.3422550784
Terdaftar,25270960,1394397.986307483
Belum Terdaftar,16057175,6739189.439606547
Belum Terdaftar,5386080,530085.3622444471
Terdaftar,19982263,-531719.4046306693
Belum Terdaftar,6421155,1036806.2984896207
Belum Terdaftar,14483759,4407783.844935797
Terdaftar,29231997,5159356.719411232
Belum Terdaftar,9620111,1059851.3665081023
Belum Terdaftar,14170061,2937359.217524411
Belum Terdaftar,9210827,1668267.4818877173
Terdaftar,22290477,6033543.814818328
Belum Terdaftar,6506482,1394169.237481237
Belum Terdaftar,5209136,427766.6351007428
Terdaftar,28382646,7781980.6388962995
Belum Terdaftar,1169352,911615.142545638
Belum Terdaftar,8183070,3454200.4934498905
Belum Terdaftar,20762926,6984339.513870963
Belum Terdaftar,16078201,6129321.386186812
Terdaftar,7450514,3209272.668233698
Belum Terdaftar,21278503,2229750.5911022173
Terdaftar,12389002,3378904.336942672
Belum Terdaftar,24524800,6762548.822130428
Terdaftar,9678596,2482959.457543978
Terdaftar,19390550,5598057.837666373
Terdaftar,22743995,6891365.600386586
Belum Terdaftar,8417723,2253768.48006195
Belum Terdaftar,29921754,7093874.350469975
Belum Terdaftar,10660628,-118110.36383980807
Belum Terdaftar,22689276,3858609.74973255
Belum Terdaftar,10270636,3514654.4741935264
Terdaftar,14665399,3617728.9467091854
Belum Terdaftar,16255924,3357782.0367427976
Belum Terdaftar,5216921,-2372397.1668139216
Belum Terdaftar,5071844,2628863.733939342
Belum Terdaftar,11735773,3459862.3300689417
Belum Terdaftar,14590956,2175199.193316715
