id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
288216721,UD. Jasmin Wisnu,Perusahaan,3,5,9743875.029,17746842,Lazada,1811,Terdaftar,2023,1306230,366000000,26
288216722,UD. Intan Ranggalawe Ulil,Makanan & Minuman,3,2,19874263.37,15514303,Lazada,918,Belum Terdaftar,2010,5154019,354000000,620
288216723,UD. Viani Jayengpati,Fashion,5,6,22410797.19,25127742,Lazada,1614,Belum Terdaftar,2000,-3414776,348000000,367
288216724,UD. Wesly Manunggal Salsa,Makanan & Minuman,5,3,12574277.66,8265951,Shopee,80,Belum Terdaftar,2018,2505490,255000000,172
288216725,UD. Yayan Lintang,Perusahaan,3,6,27458839.57,31990740,Tokopedia,2272,Terdaftar,2019,9832145,279000000,111
288216726,UD. Krisna Lestari,Makanan & Minuman,1,0,3586831.345,2067508,Shopee,50,Terdaftar,2015,933302,315000000,892
288216727,UD. Zera Pramudita,Makanan & Minuman,1,0,11671975.05,8320282,Website Sendiri,355,Belum Terdaftar,2022,3044946,171000000,713
288216728,UD. Laila Reswara,Makanan & Minuman,1,3,13315995.96,22819888,Bukalapak,1955,Terdaftar,2020,4758149,174000000,120
288216729,UD. Zidan Gandewa,Makanan & Minuman,1,2,9051953.379,10463671,Website Sendiri,1121,Terdaftar,2017,3709354,306000000,995
288216730,UD. Yayan Segar,Perusahaan,3,5,18300221.88,16268659,Lazada,795,Terdaftar,2008,5635625,195000000,635
288216731,UD. Ulfa Citra,Fashion,1,1,20205605.46,8746246,Tokopedia,50,Terdaftar,2000,3609726,420000000,427
288216732,UD. Joko Makmur,Perusahaan,3,3,2126835.67,18735017,Lazada,3249,Terdaftar,2001,4095480,147000000,381
288216733,UD. Karla Senopati,Fashion,4,8,12838826.11,24530697,Shopee,3212,Terdaftar,2016,7614028,336000000,391
288216734,UD. Ida Wangi,Perusahaan,2,3,7829967.998,4726259,Bukalapak,627,Terdaftar,2017,3133954,78000000,252
288216735,UD. Hanafi Asri,Makanan & Minuman,0,1,8024779.643,6120630,Website Sendiri,75,Belum Terdaftar,2013,1737068,84000000,385
288216736,UD. Mario Haji,Perusahaan,2,3,11650601.08,9978036,Shopee,974,Belum Terdaftar,2010,1637121,18000000,698
288216737,UD. Qanita Sangkala,Makanan & Minuman,3,5,31522327.91,23794095,Tokopedia,995,Terdaftar,2016,7918624,477000000,975
288216738,UD. Suci Mardika Valen,Fashion,2,2,3897240.595,10711451,Shopee,1167,Belum Terdaftar,2015,1216826,531000000,367
288216739,UD. Indira Lintang,Perusahaan,2,4,19976041.9,17095500,Shopee,969,Terdaftar,2007,6962475,306000000,206
288216740,UD. Cici Tirta,Fashion,4,4,40335845.24,28563417,Tokopedia,997,Terdaftar,2009,9068526,378000000,21
288216741,UD. Marsya Tejakusuma,Fashion,2,4,28985966.97,22935101,Website Sendiri,837,Belum Terdaftar,2022,7400033,513000000,791
288216742,UD. Bagir Putri,Fashion,4,4,11603629.9,24676904,Bukalapak,2254,Terdaftar,2000,5741044,537000000,275
288216743,UD. Ulfa Suci,Perusahaan,2,2,7298509.776,10074781,Shopee,1440,Terdaftar,,3816979,75000000,423
288216744,UD. Delia Nirwasita,Fashion,1,3,4210419.083,5426180,Lazada,982,Terdaftar,2015,1388739,180000000,468
288216745,UD. Okta Permai,Makanan & Minuman,4,10,20154076.99,21785278,Website Sendiri,1852,Terdaftar,2014,8159775,429000000,341
288216746,UD. Balqis Asri,Perusahaan,2,1,5492215.288,5667719,Website Sendiri,289,Terdaftar,2014,1389050,144000000,945
288216747,UD. Elyas Sukma,Makanan & Minuman,2,3,20701297.92,6336154,Tokopedia,50,Terdaftar,2023,913188,249000000,420
288216748,UD. Zidanar Jayengprana,Makanan & Minuman,0,1,5157048.605,7728827,Website Sendiri,664,Terdaftar,2015,1636409,336000000,970
288216749,UD. Yani Jayawarsa,Makanan & Minuman,6,5,15002972.27,16253524,Lazada,1261,Terdaftar,2004,4371079,42000000,710
288216750,UD. Chiko Kencana Zidan,Makanan & Minuman,1,1,4861055.736,8099207,Website Sendiri,490,Terdaftar,2024,1310916,342000000,613
288216751,UD. Tiara Tirtayasa,Fashion,7,8,31191125.67,28575183,unknown,1932,Terdaftar,2018,9862715,429000000,958
288216752,UD. Ovan Mandiri,Makanan & Minuman,5,5,36810885.19,19703396,Tokopedia,411,Belum Terdaftar,2011,7238717,267000000,157
288216753,UD. Dina Sangkala,Makanan & Minuman,2,3,12820396.42,16634348,Lazada,1438,Belum Terdaftar,2003,1700017,312000000,673
288216754,UD. Yusuf Gita,Fashion,9,7,21379912.27,28796136,Bukalapak,2681,Terdaftar,2003,6908473,537000000,36
288216755,UD. Veronika Persada,Makanan & Minuman,2,3,4931104.205,12441582,Tokopedia,1112,Terdaftar,2000,1916993,228000000,211
288216756,UD. Oki Wibawa,Perusahaan,0,1,2455522.937,1045008,Tokopedia,341,Terdaftar,2002,1009464,426000000,356
288216757,UD. Santi Adiwangsa,Makanan & Minuman,2,3,11964406.23,9971052,Bukalapak,756,Belum Terdaftar,2019,4508713,393000000,427
288216758,UD. Nina Nawasena,Makanan & Minuman,2,3,4961906.576,5563348,Website Sendiri,252,Terdaftar,2003,1031810,309000000,371
288216759,UD. Gilangga Wirajaya Qomar,Fashion,2,2,15100396.13,14962340,Lazada,1015,Belum Terdaftar,2012,4371917,336000000,416
288216760,UD. Rendi Tejakusuma,Makanan & Minuman,2,2,12322351.35,11653753,Lazada,905,Terdaftar,2018,2261427,351000000,25
288216761,UD. Oniel Jati,Fashion,3,2,6651263.743,2443237,Shopee,190,Terdaftar,2023,2457389,471000000,187
288216762,UD. Eddy Naraya,Makanan & Minuman,0,1,2260886.636,2625896,Shopee,462,Terdaftar,2005,214071,360000000,545
288216763,UD. Tari Baskara,Makanan & Minuman,1,1,1512205.785,1324220,Tokopedia,248,Terdaftar,2015,592696,336000000,329
288216764,UD. Gita Manik,Fashion,3,4,6842839.209,14678478,Shopee,2423,Belum Terdaftar,2010,4582862,273000000,228
,UD. Viera Gunawan Bambang,Perusahaan,2,4,1000000,10937685,Lazada,1835,Terdaftar,2019,1856273,288000000,708
288216766,UD. Deni Dewangga,Fashion,1,2,3168242.875,7004876,Lazada,393,Belum Terdaftar,2001,-63434,171000000,814
288216767,UD. Qori Langit,Perusahaan,1,0,6170335.686,1765248,Shopee,50,Belum Terdaftar,2013,-278421,207000000,85
288216768,UD. Zainab Sehat,Makanan & Minuman,6,13,21753970.13,31524818,Shopee,3151,Belum Terdaftar,2007,-3020417,147000000,619
288216769,UD. Kanza Asa Verdi,Fashion,2,2,14486480.91,12345933,Tokopedia,489,Belum Terdaftar,2014,1711277,156000000,490
288216770,UD. Vera Adikara,Makanan & Minuman,1,0,1211639.58,1840167,Lazada,50,Belum Terdaftar,2009,22446,294000000,706
288216771,UD. Ayesha Prabawa,Perusahaan,1,1,9071338.185,8901297,Website Sendiri,394,Terdaftar,2013,1794105,381000000,363
288216772,UD. Made Prajurit,Fashion,2,1,7812803.965,6822409,Lazada,290,Belum Terdaftar,2011,1909066,201000000,245
288216773,UD. Rafi Jaya,Fashion,1,1,12543277.27,10587960,Tokopedia,1269,Terdaftar,2018,4787643,333000000,788
288216774,UD. Jihan Lestari,Perusahaan,2,3,18724874.92,10237569,Bukalapak,50,Terdaftar,2013,2920073,492000000,646
288216775,UD. Ilham Binasena,Fashion,0,1,4725391.836,4347910,Shopee,50,Belum Terdaftar,2001,518076,396000000,234
288216776,UD. Febri Jayabaya,Perusahaan,2,3,9099654.308,10366089,Bukalapak,977,Terdaftar,2000,1210086,273000000,549
288216777,UD. Yora Mandala,Makanan & Minuman,3,5,10513578.45,7859306,Shopee,725,Belum Terdaftar,2022,4112875,348000000,980
288216778,UD. Tegar Agung,Perusahaan,5,4,9921428.865,14448753,Shopee,1219,Belum Terdaftar,2000,2284219,198000000,752
288216779,UD. Qanitah Wicaksana,Fashion,3,4,22368598.39,18482493,Website Sendiri,629,Belum Terdaftar,2011,4363743,468000000,104
288216780,UD. Zaki Kencana,Makanan & Minuman,2,5,9711477.151,7413531,Website Sendiri,50,Terdaftar,2012,1723068,126000000,231
288216781,UD. Rafif Harmoni,Makanan & Minuman,2,2,15995984.51,12798835,Shopee,671,Belum Terdaftar,2014,1500692,522000000,927
288216782,UD. Yayan Sundawa Prita,Fashion,5,3,14221404.62,13759671,Lazada,1172,Terdaftar,2001,4816142,144000000,145
288216783,UD. Galang Wiraatmaja,Perusahaan,1,2,7752159.701,9483452,Tokopedia,1338,Belum Terdaftar,2022,3851919,459000000,504
288216784,UD. Tono Lintang Krisna,Perusahaan,2,3,12371377.05,6606933,Tokopedia,50,Belum Terdaftar,2002,936363,387000000,195
288216785,UD. Nindy Jagadmaya,Perusahaan,6,5,12292726.62,13430150,Shopee,456,Belum Terdaftar,2004,3078200,345000000,268
288216786,UD. Kiki Taruna,Perusahaan,7,7,42186804.52,25229439,Tokopedia,480,Belum Terdaftar,2015,6517803,126000000,156
288216787,UD. Jaya Adhi,Makanan & Minuman,6,5,27669959.05,13404772,Tokopedia,50,Terdaftar,2014,4705925,351000000,863
288216788,UD. Fajar Sejahtera Hanafi,Makanan & Minuman,5,4,20321761.13,34556012,Lazada,3033,Terdaftar,2019,9106796,456000000,751
288216789,UD. Fauzan Mahkota,Perusahaan,6,5,8686412.99,12688565,Lazada,959,Terdaftar,2019,3199243,96000000,716
288216790,UD. Obed Terang Wahyu,Makanan & Minuman,2,1,4679664.513,7375012,unknown,755,Belum Terdaftar,2015,761635,510000000,799
288216791,UD. Bayu Widuri,Makanan & Minuman,8,6,26699696.72,35189585,Tokopedia,3116,Belum Terdaftar,2019,-1018954,207000000,278
288216792,UD. Kirana Gemilang,Fashion,2,2,2872731.51,1281086,Shopee,50,Terdaftar,2016,912587,204000000,634
288216793,UD. Olivia Brata,Makanan & Minuman,1,1,6010971.636,3155502,Lazada,50,Terdaftar,2004,1850369,282000000,682
288216794,UD. Ulil Prima,Makanan & Minuman,1,2,7470425.28,9885316,Tokopedia,2551,Terdaftar,2024,4304273,297000000,664
288216795,UD. Hilmi Taruna,Fashion,3,6,26974772.79,25133642,Lazada,1582,Belum Terdaftar,2019,7234443,207000000,206
288216796,UD. Willy Gita,Makanan & Minuman,4,6,17806711.37,27877338,Bukalapak,2296,Terdaftar,2004,7175795,432000000,637
288216797,UD. Mila Widuri,Fashion,2,3,3192704.8,6160820,Tokopedia,389,Belum Terdaftar,2002,-1014889,216000000,276
288216798,UD. Hendra Bahagia Karim,Perusahaan,2,3,29971550.7,16503803,Bukalapak,50,Belum Terdaftar,2024,-330104,462000000,811
288216799,UD. Bagir Jati,Perusahaan,2,3,37204973.37,16927715,Bukalapak,50,Belum Terdaftar,2001,-258159,447000000,359
288216800,UD. Galih Buana Maudy,Makanan & Minuman,4,6,13617045.95,11563951,Lazada,541,Terdaftar,2017,3084963,405000000,198
288216801,UD. Qais Pagi,Fashion,4,3,10119190.54,12434764,Lazada,1400,Terdaftar,2000,4517983,255000000,588
288216802,UD. Pasha Utama,Makanan & Minuman,1,0,1000000,1005531,Website Sendiri,299,Terdaftar,2001,318574,243000000,313
288216803,UD. Abel Saputra,Makanan & Minuman,1,0,3103323.571,6240129,Tokopedia,854,Belum Terdaftar,2009,495122,366000000,516
288216804,UD. Winda Sakti,Fashion,1,2,13415063.88,9234502,Website Sendiri,194,Terdaftar,2017,2654352,309000000,778
288216805,UD. Budi Sukarela,Perusahaan,5,4,12213296.89,28267167,Shopee,3723,Belum Terdaftar,2012,5869695,246000000,870
288216806,UD. Naila Darma,Makanan & Minuman,5,9,36822012.75,23288910,Shopee,222,Terdaftar,2021,6906102,393000000,927
288216807,UD. Tari Bersemi Anisa,Fashion,5,6,15721866.16,19258262,Lazada,1626,Terdaftar,2006,4991563,318000000,899
288216808,UD. Qanita Mahendra,Perusahaan,1,0,1835073.493,4665542,Shopee,312,Belum Terdaftar,2001,259731,273000000,103
288216809,UD. Gilang Nirbayu,Makanan & Minuman,1,2,6047004.704,3733401,Bukalapak,92,Terdaftar,2010,1927635,138000000,62
288216810,UD. Yessi Panji Rahmat,Fashion,2,4,6797476.142,9159450,Shopee,1081,Belum Terdaftar,2022,1763965,426000000,179
288216811,UD. Yayan Satria Bayu,Makanan & Minuman,4,4,13355269.99,13323266,Website Sendiri,294,Belum Terdaftar,2014,2273294,306000000,41
288216812,UD. Gerry Damai Yola,Perusahaan,5,4,14390162.86,7141343,Tokopedia,50,Belum Terdaftar,2004,2342964,246000000,127
288216813,UD. Berlian Karang,Fashion,2,3,4001964.6,5902971,Lazada,336,Belum Terdaftar,2016,-195830,198000000,939
288216814,UD. Eni Gemilang,Fashion,3,7,16044387.37,14470105,Tokopedia,365,Terdaftar,2003,2830856,99000000,916
288216815,UD. Rizki Mulya,Perusahaan,5,6,4200058.326,14411602,Lazada,3022,Terdaftar,2014,4510501,444000000,247
288216816,UD. Rahmat Baru,Makanan & Minuman,1,2,5651948.29,5486014,Shopee,592,Belum Terdaftar,2024,2206417,231000000,657
288216817,UD. Yumna Cahyaningrat,Makanan & Minuman,3,4,17863366.68,14219898,Shopee,725,Belum Terdaftar,2007,4711449,129000000,472
288216818,UD. Tomi Wirajaya,Perusahaan,2,3,13253905.18,8768806,Lazada,50,Belum Terdaftar,2012,2580823,303000000,151
288216819,UD. Ulfa Naraya,Fashion,2,1,17926814.22,8950542,Tokopedia,50,Terdaftar,2001,2260519,219000000,47
288216820,UD. Zain Sukadarma Valen,Fashion,1,0,6092873.949,3359317,Bukalapak,50,Terdaftar,2003,1420016,360000000,375
288216821,UD. Qori Siang,Makanan & Minuman,0,1,7654873.072,8324930,Lazada,493,Terdaftar,2011,2379091,177000000,199
288216822,UD. Diyan Brawijaya,Perusahaan,2,4,10503852.73,10602616,Bukalapak,1450,Belum Terdaftar,2011,3686565,423000000,763
288216823,UD. Bulan Mega Yoga,Makanan & Minuman,1,2,3893242.05,3801600,Website Sendiri,633,Terdaftar,2021,1726889,240000000,890
288216824,UD. Desta Surapati,Perusahaan,3,5,8028648.393,11329226,Lazada,741,Terdaftar,,2475352,147000000,422
288216825,UD. Alya Abadi,Fashion,4,2,11941578.13,11542748,Lazada,455,Terdaftar,2012,2985224,93000000,978
288216826,UD. Monica Siang,Fashion,2,4,11313986.88,12464178,Bukalapak,849,Terdaftar,2016,3707508,129000000,285
288216827,UD. Bayu Arya,Makanan & Minuman,2,2,10741313.7,6088969,Bukalapak,239,Belum Terdaftar,2015,961540,180000000,310
288216828,UD. Aldo Trijaya,Fashion,2,2,6883657.657,6672964,Shopee,1096,Terdaftar,2002,3412994,327000000,390
288216829,UD. Opik Kamajaya,Perusahaan,2,2,12317370.82,12337795,Tokopedia,769,Belum Terdaftar,2000,2146901,168000000,627
unknown,UD. Fanny Rejo,Perusahaan,0,1,4047694.896,6165147,Shopee,372,Belum Terdaftar,2024,897326,63000000,585
288216831,UD. Rian Sari,Perusahaan,0,1,5809609.383,3488307,Shopee,50,Belum Terdaftar,2014,-459821,114000000,152
288216832,UD. Mirna Satya,Fashion,2,2,10042294.38,8703532,Bukalapak,575,Belum Terdaftar,2010,-470634,285000000,596
288216833,UD. Dea Galuh,Fashion,3,4,15300346.57,13332171,Lazada,1437,Terdaftar,2012,6303436,264000000,129
288216834,UD. Jaya Jagad,Makanan & Minuman,2,5,11419953.15,6571170,Lazada,50,Terdaftar,2022,2510445,540000000,235
288216835,UD. Aldo Kusumatmaja,Perusahaan,1,3,11096434.81,11169221,Bukalapak,211,Terdaftar,2003,-1835385,21000000,40
288216836,UD. Kinan Darussalam,Perusahaan,1,2,4920410.039,9248530,Lazada,1453,Terdaftar,2007,2048555,447000000,870
288216837,UD. Qira Senja,Makanan & Minuman,2,3,24826685.27,14617048,Tokopedia,50,Belum Terdaftar,2024,543797,174000000,34
288216838,UD. Diyan Gita Febri,Perusahaan,2,4,4323886.41,9738771,Website Sendiri,973,Belum Terdaftar,2018,2099629,537000000,513
288216839,UD. Ayesha Elok,Perusahaan,1,2,15690651.16,13466111,Lazada,643,Belum Terdaftar,2017,3651939,465000000,724
288216840,UD. Eddy Agung,Fashion,1,1,5156003.805,3623243,Lazada,117,Belum Terdaftar,2022,632704,132000000,523
288216841,UD. Gisel Wicaksana,Perusahaan,0,1,7110994.312,3448591,Shopee,50,Terdaftar,2012,1716558,312000000,562
288216842,UD. Jaya Cahaya,Perusahaan,1,2,6328955.773,4187176,Bukalapak,430,Belum Terdaftar,2002,2347916,432000000,849
288216843,UD. Khalid Jayeng,Makanan & Minuman,2,2,3337859.771,5423167,Lazada,1381,Terdaftar,2002,2151153,234000000,139
288216844,UD. Fahmi Winata,Fashion,1,1,1946451.483,9338924,Bukalapak,850,Belum Terdaftar,2002,-1820740,483000000,623
288216845,UD. Tegar Elok,Perusahaan,1,1,11077104.6,9710106,Shopee,101,Belum Terdaftar,2010,1855727,141000000,190
288216846,UD. Riko Artha,Fashion,1,2,7005027.785,11655332,Tokopedia,1315,Terdaftar,2004,3338506,315000000,459
288216847,UD. Bayu Adikara,Perusahaan,2,3,14898720.95,12801720,Website Sendiri,697,Belum Terdaftar,2011,3975598,240000000,721
288216848,UD. Erlin Brawijaya Chiko,Makanan & Minuman,2,1,6500245.896,7532379,Tokopedia,1179,Belum Terdaftar,unknown,3121132,357000000,232
288216849,UD. Mira Sakti,Fashion,2,1,8317401.896,11335682,Website Sendiri,968,Terdaftar,2011,3443889,213000000,554
288216850,UD. Xenia Wangi,Perusahaan,4,5,34016741.26,10442276,Tokopedia,50,Belum Terdaftar,2007,-920619,294000000,481
288216851,UD. Chiko Cahyaningrat,Perusahaan,2,3,7465747.094,4598429,,50,Terdaftar,2014,1617326,126000000,127
288216852,UD. Gerry Bratadikara,Makanan & Minuman,3,2,3249280.479,5670908,Tokopedia,787,Terdaftar,2000,1446251,471000000,802
288216853,UD. Kurnia Wiraatmaja,Fashion,2,1,12149444.93,12678482,Bukalapak,691,Terdaftar,2005,2439161,312000000,394
288216854,UD. Galang Bangun,Fashion,4,3,18520508.21,10428431,Website Sendiri,80,Terdaftar,2006,4254361,363000000,99
288216855,UD. Uchie Sudharmo,Perusahaan,2,3,10404561.34,8238102,Bukalapak,288,Belum Terdaftar,2010,2387520,183000000,375
288216856,UD. Pipit Sukma,Fashion,1,2,15460481.21,7247569,Shopee,50,Terdaftar,2000,2144058,279000000,414
288216857,UD. Wahyu Brata,Makanan & Minuman,2,1,12141428.67,11800782,Lazada,624,Terdaftar,2006,3506649,,736
288216858,UD. Poppy Mandala,Fashion,2,2,8878175.265,13640585,Shopee,2345,Terdaftar,2013,5389949,453000000,877
288216859,UD. Oki Arya Miko,Perusahaan,0,1,1000000,4856054,Shopee,535,Belum Terdaftar,2001,98507,243000000,317
288216860,UD. Bayu Wicaksana,Makanan & Minuman,2,1,8048231.484,8666722,Website Sendiri,1713,Belum Terdaftar,2011,4375863,333000000,69
288216861,UD. Teguh Yudhistira,Fashion,3,3,4323366.57,10339109,Website Sendiri,1023,Belum Terdaftar,2000,1925351,327000000,569
288216862,UD. Veronika Wetan,Fashion,1,1,2723456.703,6574747,Shopee,727,Belum Terdaftar,2003,1075970,483000000,844
288216863,UD. Hilmi Cempaka Pasha,Makanan & Minuman,1,3,7395672.238,12188721,Tokopedia,1770,Terdaftar,2001,4401355,297000000,897
288216864,UD. Widi Trijaya Krisna,Perusahaan,3,4,11570164.55,10459435,Lazada,676,Belum Terdaftar,2024,2388308,246000000,526
288216865,UD. Kevin Kamajaya,Makanan & Minuman,1,1,2995264.515,6034713,Bukalapak,189,Belum Terdaftar,2023,406915,189000000,358
288216866,UD. Vita Kusumajati,Perusahaan,2,2,1000000,3608384,Bukalapak,611,Terdaftar,2003,-10187,366000000,36
288216867,UD. Rizki Senja,Makanan & Minuman,2,2,6892764.882,11087166,Tokopedia,1360,Terdaftar,2011,2653215,342000000,549
288216868,UD. Hanafi Mandiri,Makanan & Minuman,0,1,16391271.13,8690788,Lazada,415,Belum Terdaftar,2006,4412558,570000000,919
288216869,UD. Tami Surya Jasmine,Perusahaan,1,1,10764293.78,5731056,Tokopedia,50,Belum Terdaftar,2007,1678631,510000000,373
288216870,UD. Dora Bersemi,Fashion,1,1,11568801.14,12885207,Bukalapak,1250,Terdaftar,2024,3617465,,783
288216871,UD. Diva Utamajaya,Makanan & Minuman,1,3,1000000,8273855,Tokopedia,877,Terdaftar,2004,63027,495000000,23
288216872,UD. Pandu Ratu Irma,Fashion,2,4,6675178.203,8904690,Website Sendiri,993,Terdaftar,2012,2753050,30000000,284
288216873,UD. Pipit Jagadmaya,Makanan & Minuman,1,2,21712476.23,11770656,Bukalapak,50,Terdaftar,2019,3893494,303000000,394
288216874,UD. Iman Mulyo,Perusahaan,1,1,2634163.98,7714069,Website Sendiri,1874,Terdaftar,2023,1931526,564000000,257
288216875,UD. Wawan Senja,Fashion,4,5,15375951.55,13543310,Lazada,601,Belum Terdaftar,2002,42722,345000000,327
288216876,UD. Niken Bintang,Fashion,1,1,11938552.92,10379666,Website Sendiri,451,Belum Terdaftar,2012,-312413,228000000,38
288216877,UD. Zulfa Sejahtera,Makanan & Minuman,3,3,18627794.17,14624119,Tokopedia,70,Belum Terdaftar,2001,1221257,426000000,177
288216878,UD. Rahmat Gandewa,Fashion,1,2,6590403.429,5618466,Lazada,1464,Belum Terdaftar,2018,3557988,180000000,256
288216879,UD. Hilmiyah Tengah Syifa,Fashion,4,4,15770955.59,13197022,Shopee,1010,Terdaftar,2005,5475851,147000000,272
288216880,UD. Vina Widhi,Perusahaan,3,3,17510667.47,11288463,Lazada,106,Terdaftar,2023,4044452,81000000,93
288216881,UD. Candra Jayabaya,Perusahaan,3,3,6555860.477,8945225,Shopee,1064,Terdaftar,2002,2058675,27000000,693
288216882,UD. Bela Wisnu Umar,Fashion,3,5,8114376.801,13282363,Shopee,1350,Terdaftar,2012,3324545,237000000,260
288216883,UD. Dea Prabawa,Fashion,1,1,9131080.741,8518740,Lazada,687,Terdaftar,2017,2534835,270000000,339
288216884,UD. Aqila Tejakencana,Fashion,4,7,13533757.81,13206689,Shopee,1269,Belum Terdaftar,2007,5410678,180000000,879
288216885,UD. Qisya Panembahan,Makanan & Minuman,1,0,11482659.93,6693135,Website Sendiri,139,Belum Terdaftar,2010,1832776,117000000,591
288216886,UD. Salwa Kusumatmaja,Makanan & Minuman,0,1,10012164.87,7802415,Website Sendiri,168,Terdaftar,2012,2544417,174000000,918
288216887,UD. Oki Bratadikara Bulan,Makanan & Minuman,0,1,23827726.38,9629135,Lazada,50,Terdaftar,2009,3812715,423000000,598
288216888,UD. Elsa Baruna Harun,Perusahaan,2,2,23474489.79,13019790,Shopee,50,Terdaftar,2020,4287058,225000000,721
288216889,UD. Jay Gatra,Perusahaan,1,2,7676552.144,13777639,Tokopedia,2080,Terdaftar,2012,4529569,237000000,360
288216890,UD. Pandu Gandewa,Makanan & Minuman,1,0,5708265.929,6279776,Lazada,984,Belum Terdaftar,2023,2864496,348000000,922
288216891,UD. Zulkarnaen Sarwono,Perusahaan,1,3,11733928.68,10719776,Shopee,503,Terdaftar,2011,3732960,570000000,633
288216892,UD. Dito Maheswara,Perusahaan,3,3,5234182.728,6005242,Shopee,1132,Belum Terdaftar,2003,1360017,114000000,799
288216893,UD. Vega Ilir,Fashion,2,4,9676345.865,8697747,Shopee,418,Terdaftar,2021,2770711,12000000,603
288216894,UD. Jodi Lempung,Fashion,2,2,11656551.9,11151496,Tokopedia,468,Belum Terdaftar,2021,2746408,210000000,654
288216895,UD. Fadli Binasena,Perusahaan,0,1,3193546.199,4668293,Website Sendiri,313,Belum Terdaftar,2016,451197,426000000,786
288216896,UD. Arman Berkarya,Fashion,2,2,7354798.229,8583281,Bukalapak,512,Terdaftar,2004,1907675,357000000,474
288216897,UD. Umar Setia,Fashion,2,3,6553888.795,9695287,Tokopedia,363,Belum Terdaftar,2017,1303416,171000000,335
288216898,UD. Zainab Santosa,Perusahaan,1,2,1000000,4249036,Bukalapak,639,Belum Terdaftar,2001,-1190021,231000000,642
288216899,UD. Wahyu Lintang Hanaura,Makanan & Minuman,1,3,6606811.722,9513452,Website Sendiri,802,Terdaftar,2023,1913182,318000000,
288216900,UD. Intan Nirmala,Fashion,4,4,8202935.333,12594481,Shopee,1220,Terdaftar,2017,3270999,273000000,78
288216901,UD. Qisha Sundawa,Fashion,1,1,6782307.997,4345736,Bukalapak,634,Belum Terdaftar,2000,1909731,450000000,424
288216902,UD. Jihan Jayeng,Perusahaan,2,3,5156790.631,6483092,Bukalapak,624,Terdaftar,2023,1787366,198000000,884
288216903,UD. Alma Baswara,Fashion,1,0,7199439.557,4473659,Tokopedia,50,Belum Terdaftar,2010,-105609,192000000,695
288216904,UD. Sekar Mardika,Fashion,1,1,14300155.65,7926108,Website Sendiri,50,Belum Terdaftar,2004,1843328,45000000,140
288216905,UD. Panji Ilir,Makanan & Minuman,1,0,10548373.3,6982863,Lazada,408,Belum Terdaftar,2011,3682440,519000000,283
288216906,UD. Putri Pagi Utha,Fashion,1,3,3215067.632,4345893,Bukalapak,172,Terdaftar,2015,728182,534000000,448
288216907,UD. Utami Wiraatmaja,Makanan & Minuman,0,1,6723264.056,7538538,Tokopedia,585,Belum Terdaftar,2017,900046,519000000,888
288216908,UD. Qanita Tirtayasa Jibril,Makanan & Minuman,3,2,6626124.13,6847509,Shopee,292,Belum Terdaftar,2014,906295,495000000,28
288216909,UD. Eni Prawira,Makanan & Minuman,1,1,4305352.106,4114890,Website Sendiri,1179,Terdaftar,2023,2371002,327000000,199
288216910,UD. Chintya Wibawa,Fashion,2,2,24839907.32,12616622,Shopee,142,Terdaftar,2010,5129092,414000000,279
288216911,UD. Zidan Suryaputra,Makanan & Minuman,0,1,18239507.92,7693305,Shopee,50,Belum Terdaftar,2012,2782575,75000000,774
288216912,UD. Kirana Ceria,Fashion,4,3,14457729.03,12992974,Lazada,1042,Terdaftar,2001,5130802,156000000,348
288216913,UD. Gadis Sidarta,Perusahaan,2,3,12300573.54,10199111,Bukalapak,304,Belum Terdaftar,2024,3237394,474000000,667
288216914,UD. Berlian Sehat,Perusahaan,1,2,3504311.193,4466237,Lazada,400,Terdaftar,2000,1167268,135000000,454
288216915,UD. Qamar Wibawa,Fashion,2,2,7462720.412,5703956,Tokopedia,558,Terdaftar,2002,2889911,243000000,589
288216916,UD. Hilmiyah Wiyata,Fashion,1,2,6362208.913,8596116,Lazada,1024,Belum Terdaftar,2023,2484373,438000000,817
288216917,UD. Nazar Jati,Perusahaan,1,2,20660320.29,12312156,Tokopedia,50,Terdaftar,2024,2958116,492000000,637
288216918,UD. Inten Pamungkas Putri,Fashion,1,1,6822722.345,3464917,Bukalapak,50,Terdaftar,2012,2036896,471000000,365
288216919,UD. Baim Cempaka,Perusahaan,1,3,5327973.613,6943530,Bukalapak,650,Terdaftar,2000,1874566,345000000,259
288216920,UD. Bayu Tunggul,Fashion,3,2,9040599.122,13429422,Lazada,1348,Terdaftar,2018,3307472,363000000,515
288216921,UD. Jibril Jayengpati,Makanan & Minuman,1,2,4533862.808,5533810,Shopee,1238,Terdaftar,2024,2502069,285000000,966
288216922,UD. Isna Wisnu,Makanan & Minuman,2,2,5886877.703,8953440,Lazada,1021,Belum Terdaftar,2017,2597200,345000000,565
288216923,UD. Jodi Dwijaputra,Fashion,0,1,4434805.931,3384646,Website Sendiri,190,Belum Terdaftar,2020,506098,402000000,175
288216924,UD. Eni Sumirat,Perusahaan,1,3,20864101.01,13453210,Bukalapak,350,Belum Terdaftar,2012,4697903,282000000,306
